Gene1	Gene2	Weight
OPA1	POLR1G	0
LYN	TJP1	0
MALT1	RPP30	0
CCP110	DYNC2LI1	0
SPEN	TBL1XR1	0
NUDCD3	MAD1L1	0
SYF2	DDX20	0
MBIP	IQGAP1	0
MRPL33	SF3A1	0
MRPL10	RPL13A	0
HERC1	YBX1	0
SETD1A	RPL31	0
STAT2	ATF7	0
BOP1	SAP30	0
CNOT1	SP1	0
GOLGA2	SKP2	0
RAF1	HDAC7	0
TUBGCP2	NDUFB5	0
KPNA1	CHD4	0
NELFE	ERCC1	0
IFT172	DYNC2I1	0
ARHGEF2	CEP290	0
AQR	CSTF1	0
TADA3	DDX11	0
HOOK1	SYNE1	0
LDB1	TRIM33	0
VPS26A	TRAF3IP1	0
SRSF5	POP4	0
RPL18	DKC1	0
CCP110	HTRA2	0
EIF4ENIF1	BRD4	0
FANCA	CCT5	0
BRD4	CHD8	0
TRRAP	INTS12	0
RELA	HSPA8	0
STX6	NECTIN3	0
MAP2K1	FKBP5	0
POLR2F	XRCC4	0
MLLT1	SPC24	0
GPAA1	DERL1	0
KARS1	SYVN1	0
UBE2J1	ATR	0
CCT2	HAUS6	0
ARNT	MED19	0
MRPL40	SRRM2	0
HAUS1	HOOK3	0
SF3B1	UPF1	0
MYBBP1A	DHX8	0
PLD1	USP12	0
ARRB2	TAF2	0
STAG2	IMP4	0
CNOT9	YEATS2	0
SCRIB	TCF7L2	0
SEPTIN2	HSPA2	0
XIAP	ITGA2	0
TUBGCP3	SOS1	0
WRAP53	HAUS7	0
RPL27A	CDC5L	0
COA1	MRPL51	0
KPNA3	EIF3J	0
EPS8	MPP7	0
SPEN	CHD8	0
POLR2C	SUPT6H	0
CCT2	RPS6	0
RPL6	CTNNBL1	0
RBBP8	PLCB3	0
TUBB	HSPB8	0
ANAPC7	HAUS7	0
BZW1	PIK3R4	0
UBA52	ATP5PD	0
TRRAP	NDC80	0
SRPK1	PPP1R13B	0
TRADD	TRIM25	0
PLD1	TUBGCP2	0
MAP2K2	DNM1L	0
BRMS1L	EP400	0
PARP1	USP7	0
ZMAT5	SNW1	0
CAPZB	ARHGEF7	0
STAU1	WDR12	0
SPC25	XRCC4	0
CAMK2A	ATP5IF1	0
HDAC3	DSCC1	0
CDK12	INO80	0
AFDN	BRCA1	0
NUP107	BZW1	0
ADGRL3	PPP1R10	0
ARHGEF2	BECN1	0
MRPL13	BLM	0
NUF2	HOOK2	0
CCT6A	FBXW8	0
PALS2	MRPL16	0
CLNS1A	BRD4	0
GOLGA2	ATP5PO	0
BAP18	CHAF1A	0
PPP2CA	INO80B	0
MRPL52	RNF2	0
SPC25	HAUS6	0
FANCG	HUS1	0
INSR	L1CAM	0
KPNA1	SNRNP70	0
BRIP1	DDX28	0
VANGL1	SRSF3	0
KARS1	GEMIN4	0
C1QBP	GAR1	0
RPS9	NOP10	0
CBX8	DDX28	0
TOP1	CABIN1	0
NDUFAF1	CENPH	0
YAP1	GLMN	0
TFIP11	UPF1	0
MPRIP	ATF7	0
RELA	TOP3A	0
EXOC6	FASTKD2	0
SPC25	VPS39	0
BLOC1S4	TRIM32	0
PIK3C2A	RNF123	0
STK3	CDC27	0
SIRT1	POP1	0
SMG1	INTS2	0
EXOSC10	SRRT	0
URI1	POLE	0
MRPL19	STAU1	0
POLR2F	CDK8	0
BCAS2	VPS18	0
DYNC2I1	MTIF2	0
MRPL20	PLCB3	0
ARID1B	POLR2D	0
RPL17	CENPQ	0
NDUFB9	INTS6	0
MPHOSPH10	DHX8	0
KAT5	MCM4	0
SQSTM1	EPB41L3	0
HAUS3	MED4	0
DTNBP1	P4HA3	0
RPS4Y1	MRPL4	0
IRF2BPL	SF3A1	0
PAK1	EZR	0
RPL11	SRRM1	0
RPS23	MRPL10	0
SYMPK	COG5	0
MAP2K1	ABL1	0
MRPL44	HGS	0
IPO4	TSG101	0
RPP40	TEX10	0
HIPK2	ZZZ3	0
VANGL1	TAF4	0
STAT3	POLD1	0
BMI1	KAT8	0
NUDCD3	TUBA1A	0
MRPL2	DHX8	0
PRKCZ	PARD3	0
VPS52	HUS1	0
TRAPPC8	PPME1	0
RPLP2	MRPL42	0
KCNE3	CDC6	0
POLR2D	POLR1B	0
GLG1	XPO1	0
SCNN1A	PLXNA3	0
CDC5L	GTF2F2	0
NFKB1	DDX20	0
FAU	DKC1	0
ATP5PB	INTS1	0
CPSF7	POLR1E	0
EP400	ZZZ3	0
KLC1	PIK3C2A	0
TBP	ACTR5	0
NCAPG2	GORASP1	0
PRPF6	CNOT6L	0
NOP10	RPL12	0
PIKFYVE	TCP1	0
PIK3C3	RICTOR	0
PRIM1	TRAPPC5	0
POLR2G	SMARCC1	0
BRD4	FKBP15	0
NDUFC2	DERL1	0
INO80E	HAUS2	0
MED23	AGPAT2	0
ZCRB1	DHX30	0
CCNA2	ARHGEF7	0
USP12	SAPCD2	0
CASK	RPL13	0
TERF2	TAF12	0
HAUS3	SMC4	0
VPS11	KDM1A	0
HUS1	MT-ND1	0
ERCC4	VAMP3	0
BLM	MRPL39	0
H3C3	VPS37C	0
GEMIN4	RPS6	0
MRPL24	RPS4Y1	0
PAXBP1	CSE1L	0
VPS50	TSC2	0
LRP1	HSPA5	0
TMEM67	ITGA3	0
RPS3	LENG8	0
PRIM1	BBS9	0
SQSTM1	ARHGEF1	0
PKD2	PCNT	0
L1CAM	ITGA3	0
DYNC1LI1	INTS5	0
PTCD3	CDYL	0
HNRNPC	RBM25	0
AP3S2	NDUFB3	0
YAP1	SP1	0
RALY	RBM39	0
PIK3C2A	FIG4	0
ZCRB1	FNTB	0
MRPL24	MT-ND5	0
PELP1	PTCD3	0
SYNCRIP	UPF1	0
RTN3	ATL2	0
KLC1	BECN1	0
GPAA1	LRRC8A	0
RPN2	COX15	0
SPEN	FIP1L1	0
DOCK7	EWSR1	0
XRCC4	CAB39	0
ITGA5	IGFBP2	0
RB1CC1	CAPZA1	0
NDUFA3	TRAPPC5	0
CNTNAP1	FBL	0
KMT2A	VIRMA	0
CDYL	SAP30	0
CHAF1A	CHD3	0
PPP2R1B	HOOK2	0
CBX4	CUL3	0
HOOK1	NPHP4	0
EPB41L3	ESS2	0
MRPL1	ILF3	0
GOLGA2	BLOC1S5	0
IPO4	SMC1A	0
VAMP2	FLOT1	0
MRPL15	TAF1A	0
BRK1	AP3M1	0
COG1	TSG101	0
URI1	EP400	0
FGFR2	IGF2R	0
VPS16	TAF1	0
STK11	CDK7	0
PPP1R10	C1QBP	0
MT-CO2	PIGS	0
MRPL40	NOP10	0
MCRS1	SRRM1	0
CYFIP1	SOS1	0
CYTH3	NCOR2	0
CPSF4	IMP4	0
INTS1	ZNF281	0
POLR2A	VPS18	0
MED30	RNF31	0
RELA	ARHGEF2	0
PHF21A	USF2	0
UPF1	IMP3	0
PRIM2	LAS1L	0
RPL37A	TAF1A	0
INTS11	TCERG1	0
SNRPA1	NOP10	0
PRPF40A	MICU1	0
PMS1	TOP2A	0
CPSF4	MAP2K1	0
HSP90AB1	KAT5	0
SRSF5	RPL21	0
FN1	CHTF8	0
SNW1	SNUPN	0
MRPL47	NDUFAB1	0
EZR	THOC5	0
SPEN	MED31	0
KMT2D	BLOC1S3	0
MAPK1	TGM2	0
APC	MPP7	0
IMMT	POP4	0
MYBBP1A	ATP5IF1	0
CCT7	NDUFA4	0
MRPL27	RPL10A	0
MED13L	POLA2	0
HERC1	SIN3A	0
TUBB	SQSTM1	0
BCAS2	RPL10A	0
FOXO3	RICTOR	0
HGS	COG5	0
MCUB	MTIF2	0
GEMIN5	MRPL21	0
FGFR1	XAB2	0
GTF2F1	TLE4	0
SRSF2	PARN	0
MPHOSPH10	MRPL41	0
ATP5F1A	TOP3A	0
URI1	DKC1	0
EPC1	ARHGEF1	0
CBX4	RPL10	0
SCAF8	IQGAP1	0
DKC1	TAF1B	0
TAF1B	SRRM1	0
CBX4	KAT8	0
RPL23	NPHP3	0
NUF2	BCAS2	0
LENG8	MRPL52	0
ARRB2	MAD2L2	0
FKBP5	HPS5	0
CAMK2D	CCND1	0
DOCK1	ABL1	0
YAP1	GRIP1	0
MGAT1	NRP2	0
CBX8	ITGA6	0
MAD1L1	VPS16	0
P4HA3	BLOC1S2	0
MTA3	CHD8	0
AIMP2	EPS8	0
POLD3	SMC1A	0
ARHGAP17	SPC24	0
PRKCA	MED16	0
CAV1	GLMN	0
NCOA1	UBA52	0
MRPL15	GTF2F1	0
RCOR3	FGFR2	0
MED25	APBB1	0
APPL1	USP7	0
ACIN1	FARP2	0
VPS33A	DYNC2H1	0
BAZ1B	STAG1	0
PELP1	CHTOP	0
PRPF40A	MYO1E	0
NCOR2	VPS18	0
OPA1	MMP14	0
SPEN	IRF2BP1	0
CHEK2	LRRC8E	0
ERCC3	TAF1B	0
TRAPPC10	GIT1	0
LMNA	PCNT	0
TRIM27	KAT2B	0
BLOC1S2	BRCA2	0
BRIP1	HAUS8	0
JUN	SF3A1	0
HOOK1	NDUFB3	0
RPL37	MRPL48	0
ANAPC7	BBS1	0
NDUFAF1	FGA	0
AFF1	LENG8	0
GLE1	RPL10	0
GRSF1	RPL10A	0
PLD1	SYMPK	0
ATL3	AUP1	0
CNOT7	SNAP25	0
AUP1	SURF1	0
FIG4	MOV10	0
RPL7	SRSF3	0
KPTN	PIGU	0
KAT2B	CXXC1	0
PPP2R1B	ISY1	0
HSPA5	ATR	0
GLMN	CDC6	0
NDUFAF1	INTS7	0
ASF1B	SAP30	0
SIGMAR1	FIS1	0
NCOA2	SUPT6H	0
NDUFAF1	MGAT1	0
APP	PIGK	0
VANGL1	MAPK1	0
LIN54	GTF2F2	0
DCAF1	DICER1	0
SCAF8	MBIP	0
RPL13	ATF7	0
XPA	PML	0
AQR	PSMG2	0
NSMCE4A	CEP164	0
PIK3C3	MKS1	0
RBBP7	MCM2	0
WDR77	RNPC3	0
MYBL2	BAP18	0
PRPF40A	GEMIN5	0
GEMIN4	FIS1	0
KPNB1	RPS19	0
SCNN1A	APP	0
PRKCI	RPL15	0
TAF11	SRRM2	0
PRKDC	PDCD2	0
SEC16A	HPS3	0
MED29	SAPCD2	0
IRF2BP1	RAD51C	0
SAV1	DDX20	0
TTC37	DDX28	0
PPM1G	EPC1	0
ZCRB1	MTIF2	0
CCT6A	TUBGCP2	0
SRSF7	MRPL40	0
RSL24D1	KPNA1	0
MRPL42	DHX30	0
HAUS5	PIK3R4	0
MRPL15	EEF1A1	0
INTS2	DNM1L	0
RPS6	GLE1	0
RPL23A	MRPL52	0
WDR61	TCP1	0
TCP1	NRP2	0
CENPH	STX6	0
DOCK7	CNOT7	0
TRA2B	RPL7A	0
MTA1	KAT8	0
MRPL55	CENPQ	0
INTS6	USP46	0
EEF1A1	MRPL23	0
CDC16	PRIM2	0
MT-ND4	DYNLT2B	0
MBD2	STRAP	0
AQR	RPS9	0
AP5B1	ANKS6	0
CTNNBL1	ERCC1	0
OPA1	GLMN	0
CENPH	NUF2	0
MRPL18	RPL10	0
SNRNP48	PRPF4	0
WDR77	CPSF7	0
SF3B2	GAR1	0
GLE1	MBIP	0
XRCC4	ARID4A	0
SENP3	NOS1AP	0
GRWD1	RPL7A	0
SGF29	SPAG9	0
CTCF	IMP3	0
SRSF7	TTC37	0
SKIV2L	INTS1	0
RFC4	GLE1	0
RPS19	CASC3	0
TOP3A	CTNND1	0
HRAS	CDC37	0
F10	SGCB	0
RPL23	FGFR4	0
SPAG9	MKNK1	0
MRPL28	XAB2	0
PRIM2	TTC8	0
SETD1A	MAPK3	0
CKS1B	CHD8	0
XRN1	BUD31	0
MAPK3	NUP155	0
MTOR	COX16	0
MRPL24	DGCR8	0
RPL23A	SELENBP1	0
DCAF1	PHC2	0
MED30	PPP1R12A	0
HOOK3	SUV39H1	0
DCAF1	SF3B2	0
MRPL37	RPL10A	0
FHL2	BLOC1S1	0
PPM1G	RPS10	0
SNAPC4	HAUS2	0
SMARCA1	ERCC1	0
CCT7	TAF1B	0
RPL10	MOV10	0
SKIV2L	ATL2	0
POLR1G	CDC42	0
VAMP3	CPSF4	0
MT-ND4	ITPR3	0
BOP1	DDX23	0
TCF4	RPL10	0
BLOC1S4	KIF5C	0
MCC	CDK8	0
SRSF11	TAF1B	0
HSP90AA1	CCNT1	0
CLTC	RREB1	0
U2SURP	EED	0
CENPH	CNOT10	0
INTS4	MED23	0
MRPL35	BUD31	0
HSP90AB1	MCM8	0
DSCC1	BAZ1B	0
LMO7	EPB41L3	0
DYNC2I2	SMC1A	0
LRRC8E	TCP1	0
VPS33A	HPS6	0
VPS8	TSC2	0
STAT2	INTS1	0
COG1	EXOC6	0
NDUFV3	FGFR1	0
RPL19	U2SURP	0
BRIP1	POLD1	0
SNAPC4	SUPT6H	0
HAUS6	CDC42	0
MRPL24	EEF1A1	0
SRSF7	RPP25	0
PLD1	MTA2	0
VANGL1	MKNK1	0
SRSF11	TAF6	0
BRIP1	NDUFB8	0
FNTA	TNKS	0
SMG6	CHUK	0
AP3B1	VAMP2	0
SF3B2	CCNT1	0
AP3M2	WDR26	0
SUZ12	FARP2	0
MAX	BAG3	0
SNAPIN	BSG	0
ERCC1	AP3S2	0
PPP1R10	MRPL35	0
EXOC5	TNIP2	0
TOP2A	BRCA2	0
MED14	FIG4	0
RAD50	TUBGCP3	0
CNOT9	HIP1R	0
IFT172	DHX30	0
PXN	RCOR1	0
IGF2BP3	HNRNPR	0
RPS2	CENPQ	0
PPP2R1A	INTS1	0
YAP1	TLE4	0
SNRPA	ZCRB1	0
TUBA1A	STK3	0
DZIP1	WASHC5	0
SRSF4	TAF1B	0
TAF9	ORC5	0
GTF2H4	STX16	0
NHP2	MOV10	0
CCT4	DSCC1	0
TUBA1A	MKS1	0
PACS1	AFDN	0
GOLGA2	RELB	0
AP2A1	ARHGEF1	0
STK11	GSK3B	0
RPL10	MRPL54	0
BOP1	RPL8	0
AP3M2	PLXNA2	0
LATS1	NCKAP1	0
HSPA5	VAMP4	0
RICTOR	RAB9A	0
KPNA1	YWHAQ	0
TCF7L2	SPOP	0
SPC24	ARHGEF1	0
VANGL1	RPL8	0
LMO7	HAUS8	0
MRPL28	RPS19	0
SNW1	NCOR1	0
SIRT1	CDC5L	0
RPL37A	MRPL10	0
CDH23	RPS23	0
MED11	SGF29	0
KPTN	PIGS	0
COG7	PIK3R4	0
IMP4	SUPT6H	0
AP3D1	TAF1C	0
POLR2A	IQGAP2	0
MRPL28	ISY1	0
RPL23	MT-CO1	0
IKBKG	HAUS2	0
TRAF2	SPC25	0
PPM1G	NOP10	0
CCT3	SEPTIN11	0
VPS37C	VIM	0
HDAC4	SORBS1	0
MPHOSPH10	RBM17	0
AQR	DAXX	0
HOOK3	EIF4ENIF1	0
SEPTIN11	MRPL39	0
SFI1	NDUFS7	0
EED	NFKB1	0
PIGU	NDUFA13	0
MLLT1	PPP1R12A	0
CPSF7	PDIA6	0
SERPINA3	MED20	0
SZT2	CNOT11	0
PAXBP1	ANK3	0
NELFCD	INTS2	0
RPS26	NCAPH2	0
GOLGA2	RPL32	0
PLXNA3	DNM2	0
BOP1	PCNT	0
MED29	HAUS1	0
PIKFYVE	COG5	0
BUD13	MRPL15	0
PPP1R12A	ABL1	0
TOMM22	NCAPD3	0
CENPN	RALY	0
VANGL2	SMARCC2	0
APPL1	HAUS3	0
ERCC6	HSP90AA1	0
CDK3	NCBP1	0
NOS1AP	CXXC1	0
HOOK1	CDC6	0
DCAF1	YY1	0
SETD1A	SETD1B	0
SAP18	AP3M2	0
DROSHA	RBM39	0
TRAF2	TAF1C	0
HDAC3	HDAC6	0
DDX11	TUBA1A	0
EPC1	TRAF3IP1	0
PCNT	HAUS2	0
BRD4	SRSF11	0
BAG5	MAP2K1	0
PRIM1	RFX5	0
CTCF	RPL27	0
NCOR1	URI1	0
LRRC8C	AP3S2	0
STX3	TAF1A	0
FGFR4	RAB9A	0
MAP3K7	PLD1	0
RAD21	POP4	0
SYMPK	FKBP5	0
NELFB	OPA1	0
XRN2	SMARCA5	0
MRPL27	NPHP4	0
RPL17	SUZ12	0
DROSHA	HSPA5	0
MRPL44	POP1	0
IK	NDUFB3	0
PRIM1	BAZ1A	0
ACTR5	TTC8	0
SENP3	CDYL	0
HUS1	NUP160	0
CENPN	KPNA3	0
MKS1	SAE1	0
RPS19	GLE1	0
RCOR3	ATP5F1B	0
LRPPRC	GORASP1	0
SRSF5	ZNF326	0
IKBKG	IQGAP1	0
HIP1R	MED23	0
PIGU	FGFR4	0
FASTKD2	TNFRSF10B	0
TRIM27	GIT1	0
INO80E	TAF1A	0
TRAPPC8	TRIM32	0
BSG	TUBA1A	0
MED29	CABIN1	0
STK3	NDUFA6	0
EPRS1	XPO1	0
MRPL28	CENPQ	0
IARS1	INTS12	0
DZIP1	HIRA	0
CHEK2	NCAPD3	0
JUN	CDC27	0
LENG8	BBS7	0
MRPL28	MYBBP1A	0
DYNC2H1	SMARCA1	0
BUD13	SSRP1	0
BCAS2	PPP1R12A	0
COG1	MTOR	0
WRAP53	AP3M2	0
WDHD1	MRPL9	0
HCST	LRRC8E	0
VPS50	FANCA	0
GEMIN5	TAF1B	0
ZCRB1	GAR1	0
TFIP11	SENP3	0
MT-CO1	RBM25	0
KPNA3	RPS19	0
PPIL2	HAUS6	0
CTBP2	RPS15	0
VPS50	PARN	0
PIK3CA	CDC27	0
RPL13A	MRPL45	0
CHUK	CABIN1	0
MRPL28	HCFC1	0
PRIM1	IKBKB	0
STAG2	PIK3R4	0
CDK3	SKP1	0
VANGL2	MED6	0
PRIM1	XRCC4	0
ERBB2	GLG1	0
SERPINA1	POLA2	0
FGFR2	FGF2	0
GIT1	ACTL6A	0
MKLN1	NOS1AP	0
CBL	BRAF	0
DTNBP1	SEPTIN8	0
PPP1R12A	PPWD1	0
MT-ND4	NDUFS1	0
GLE1	ARHGEF2	0
U2SURP	CHTF18	0
EXOC6	SELENBP1	0
HAUS5	RICTOR	0
TRAPPC12	SAV1	0
SKIV2L	CHUK	0
KAT5	TRIM27	0
PAPOLA	TOMM40	0
EIF4ENIF1	SZT2	0
POP1	CENPC	0
WEE1	USP12	0
STAU1	STK3	0
RAD50	KAT14	0
NOP10	BUD13	0
RPL19	BUD13	0
TGFBRAP1	NDC80	0
OS9	FASTKD2	0
SNRPB	DKC1	0
VPS50	BLOC1S2	0
BMI1	CDC6	0
BRIP1	HAUS6	0
MDM2	DHX16	0
ALYREF	DDX28	0
RPL3	MRPL21	0
DYNC2LI1	CNOT9	0
CAND1	MICU2	0
PKD2	IFT57	0
MKS1	ESS2	0
RPL7A	MRPL21	0
MICU2	CTNNA1	0
RNPC3	SNUPN	0
TRIM33	TLE3	0
FGB	DNM2	0
NELFCD	HGS	0
LRPPRC	MOV10	0
FGFR4	TNFRSF10B	0
CENPN	YBX1	0
RPS2	SNX1	0
CNOT7	WASHC4	0
RAF1	CDK6	0
HAUS5	RELA	0
AP3B1	SNX6	0
MT-ND4	DDX20	0
AP3M1	CDC27	0
BOP1	RPS9	0
WDHD1	MRPL49	0
MAD1L1	STAT2	0
ATP5MC1	RTN3	0
SETDB1	GEMIN6	0
SNAPC4	SPC24	0
CXCR4	ATR	0
TRAPPC9	PRKAA1	0
SKIV2L	DNM2	0
SNAPIN	HNRNPM	0
HRAS	GLMN	0
HIP1R	VIM	0
HCST	INTS5	0
KLC1	NUMB	0
MED26	RBM25	0
SPAG9	CSTF1	0
PARD3	TAB2	0
AFF1	AP3M1	0
RPS26	GAR1	0
RPS3A	IGF2BP3	0
PRMT5	DDX39B	0
MED27	POLR2J	0
SPC25	HNRNPM	0
DAXX	BRMS1L	0
NUP133	VPS8	0
MRPL15	CENPP	0
LCOR	RB1	0
CDYL	CXXC1	0
DAD1	TGFBR1	0
POLR1B	MTA1	0
SNRNP35	PRPF3	0
DYNC2LI1	PIK3C3	0
PAK1	MAP2K2	0
SNX1	TLE4	0
RELA	HIRA	0
MRPL51	NDUFAB1	0
SRSF3	MRPL20	0
MRPL35	DICER1	0
RPS11	DHX30	0
NFKB2	SKP2	0
RPS24	RBM17	0
MKLN1	MRPL50	0
INTS11	RICTOR	0
MRPL14	MT-ND5	0
ATP5PB	VDAC1	0
LSM1	SNRNP35	0
CBFB	DNM2	0
E2F4	ARID4A	0
MRPL45	RPL7A	0
ORC5	BAZ1A	0
COG7	GLMN	0
SETD1A	SMC2	0
RPLP1	RPP30	0
MRPL18	RPL8	0
CRY2	IRF2BP1	0
CHEK2	POLD3	0
RPL37	MRPL18	0
PIK3C2A	NUF2	0
FASTKD2	DHX8	0
CCP110	HAUS2	0
AP5Z1	VPS8	0
FAM8A1	MT-ATP8	0
SPG7	FANCC	0
CWC22	SNAPC4	0
UVRAG	ULK1	0
ITPR3	PLIN3	0
MPRIP	DTNBP1	0
PPP2CA	NOTCH1	0
RNPS1	FARP2	0
SELENBP1	HOOK1	0
RPL10A	BAZ1B	0
TRAPPC10	BECN1	0
DDX23	RAF1	0
AQR	DAD1	0
INTS6	BRAF	0
STAG2	ATR	0
VANGL1	MPHOSPH10	0
RPL4	SUZ12	0
MAD1L1	GTF2F1	0
GCN1	ATP5F1B	0
CHTOP	SRRM2	0
HAUS5	ARHGAP17	0
YBX1	HTRA2	0
NCSTN	ITGA2	0
MRPL20	RPLP1	0
RPS9	MRPL17	0
MRPL41	SEPTIN9	0
BACH1	WWC1	0
TRAPPC10	ULK1	0
VPS16	SPC24	0
ASF1B	MCM4	0
MOV10	ETF1	0
MRPL17	SNX1	0
FLNA	REL	0
WRAP53	HSF1	0
KPNA1	KAT2B	0
KIF5C	COG8	0
HERC1	HAX1	0
MRPL13	SENP3	0
UBAC1	RPL10	0
XIAP	CCNB1	0
RPS17	CENPQ	0
KPNA2	MRPL45	0
IQGAP2	TAF4	0
CCT2	CCNA2	0
SKI	EIF3J	0
SYMPK	SF1	0
VPS8	FANCA	0
PRIM2	RIN1	0
PRPF4B	RPL8	0
POLR1B	TUBGCP3	0
RPS16	CENPQ	0
PIKFYVE	ATR	0
STK3	TUBGCP2	0
ARID1B	POLR2B	0
GPX1	HSPA8	0
URI1	SELENBP1	0
NCKAP1	HAUS6	0
POLR2J	MED24	0
AP5Z1	NDUFA9	0
DKC1	TRIM25	0
LRRC8E	FIS1	0
PRPF4B	ZNF326	0
HAUS3	MRPL52	0
RPS20	DICER1	0
MRPL9	PRKCI	0
UBE2J1	INTS2	0
EPB41L3	TAB2	0
ITGA1	CD47	0
RPGR	FGB	0
RPS16	TAF1A	0
CAPZA1	ARID4A	0
FKBP15	PAPOLA	0
ATR	MED23	0
DTNBP1	RAP1A	0
POLE	CEP164	0
INO80E	PCNT	0
STK11	CDK9	0
RBL2	WEE1	0
LIN9	VPS16	0
MRPL15	DHX8	0
YBX3	BUD31	0
AQR	MED4	0
ATRIP	MGAT5	0
CCNH	SPOP	0
PELP1	HNRNPR	0
CPSF4	RBM39	0
SMARCA5	FTH1	0
BOP1	POLR1E	0
SPC25	HAUS3	0
MAGEA1	GPS1	0
REL	CKS1B	0
SNRPF	SNUPN	0
MLST8	BAG5	0
BTRC	CRKL	0
WRAP53	POLR2L	0
GAR1	RPP30	0
SYMPK	CENPO	0
OS9	WDR26	0
GTF2F1	TAB2	0
GTF2E1	MED15	0
MXI1	EP400	0
POLR2A	HSPA8	0
ACIN1	PES1	0
STAT1	PIGU	0
ITGA3	FGFR4	0
SMG1	INTS5	0
POP1	SRRT	0
RPS4Y1	PRPF4B	0
CLTC	NCKAP1	0
BAG5	BBS10	0
FANCA	CHUK	0
MRPL2	ARHGEF2	0
MKLN1	KIF5C	0
MRPL13	TTC37	0
HNRNPC	IGF2BP1	0
CENPN	MRPL11	0
C1QB	MGAT5	0
ARRB2	RBM25	0
TAF9	TRIM28	0
FAM8A1	RMI1	0
MRPL24	RPL12	0
ORC5	BAZ1B	0
STAU1	MTIF2	0
EPB41L3	GSK3B	0
SMAD3	WASHC4	0
GCA	ATP5IF1	0
RPL28	CENPO	0
RPL35	NUP155	0
MAD2L1	ANAPC7	0
RPL31	TAF1C	0
GTF2I	PMS1	0
DHX9	FASTKD2	0
INTS2	SMC1A	0
PLIN3	PIAS3	0
AIMP1	SMC2	0
POLR2B	TOP2A	0
MDM2	SRSF4	0
PHF21B	CTBP2	0
GID8	TRIM33	0
RSL24D1	MRPL21	0
COX15	FASTKD5	0
TUBGCP3	INTS3	0
CAMK2D	SETD1A	0
ACIN1	CHTOP	0
CAND1	DYNC2H1	0
FTL	DYRK2	0
CHUK	WRAP53	0
SGF29	BRK1	0
ITGA6	PLXNA1	0
GPAA1	INTS1	0
SHARPIN	HGS	0
PKD2	MT-ATP8	0
CCT7	THOC2	0
CENPN	SART1	0
RPS3A	PARP1	0
MLLT1	MRPL51	0
DOCK7	ACTR5	0
FGFR2	PLXNA1	0
AP3S1	INTS5	0
RPL37A	MRPL22	0
DAXX	RPS19	0
XIAP	GIT1	0
RPAP1	SMC4	0
BBS1	TAF1B	0
ZMYM2	MED6	0
SMG6	HDAC6	0
YWHAE	RICTOR	0
PRIM1	IQGAP1	0
H3C3	ERCC6	0
MRPL44	SRSF1	0
RPL18	MPHOSPH10	0
HDAC3	VPS52	0
GPAA1	ECSIT	0
SERPINA1	RPL7A	0
FGFR1	NOTCH2	0
RPL18A	POLR1G	0
ITPR3	IGHM	0
YBX3	SEPTIN8	0
TBL1XR1	CAPZA1	0
ANAPC7	CNOT11	0
STAG1	VIM	0
ORC5	MLST8	0
CCNA2	VPS26A	0
BAZ2A	BAZ1B	0
TRAF6	MATR3	0
UPF1	SNRPD2	0
STAU1	RPS23	0
DZIP1	LATS1	0
KAT5	BBS1	0
PRIM2	CDC20	0
NCSTN	INTS2	0
WRAP53	CCT8	0
MAP2K2	CBL	0
POP5	RPL17	0
HOXA9	INCENP	0
SSRP1	ACTR5	0
YWHAG	TSC2	0
MRPL22	SF3A1	0
ZNF326	MRPL50	0
SEPTIN11	MRPL45	0
SNW1	TLE4	0
CCT3	DISC1	0
PRPF40A	GAR1	0
TSEN2	CXXC1	0
HSPB8	NRP2	0
MDM2	HDAC6	0
INTS9	MYO1C	0
CHEK1	CEP290	0
RPS4Y1	MRPL22	0
YBX1	PPP1R13B	0
TMEM67	ITGA4	0
PHC2	EXOSC10	0
CCP110	APC	0
MTIF2	MRPL10	0
STX3	NDUFB3	0
IFT172	ZCRB1	0
BLOC1S4	HAUS1	0
CPSF7	NCOR2	0
PARN	MCC	0
PSME1	NDUFC2	0
STAU1	DHX8	0
CACTIN	LENG8	0
GCN1	GEMIN6	0
PTCD3	WDR12	0
CNOT6	LIN7A	0
MRPL47	TRIM33	0
VPS52	VPS8	0
BRMS1L	CCT3	0
ATP5MC1	GCN1	0
BIRC2	HDAC6	0
RPL36	MPHOSPH10	0
BBS2	TCP1	0
BIRC5	HAUS5	0
TTC37	CCT5	0
TAF11	MCRS1	0
SPEN	DHX30	0
RBCK1	MPP7	0
CAPZA1	ACTB	0
RPS15A	BOP1	0
RPP40	LENG8	0
ASAP1	PIK3C2B	0
BLM	PRKCI	0
POLR2A	TGFB1	0
MRPL28	H1-1	0
EWSR1	RTN4	0
DYNC2H1	CXXC1	0
ATL3	TRAPPC2	0
RPL37	MRPL49	0
PKD2	TBL1XR1	0
PPP2R1B	CAPN1	0
DZIP1	IRS1	0
RPS26	FBXW11	0
TAB1	POT1	0
MRPL17	PRKAA1	0
CNOT2	BCL6	0
DYNC1LI1	IMMT	0
SF3B1	RPL12	0
SNX6	HERC1	0
PMS1	TBL1XR1	0
HSP90B1	RPL23	0
TTC37	CDK6	0
FASTKD2	IQGAP2	0
BBS2	TAF1C	0
ECSIT	COA1	0
FAM8A1	DDX20	0
TBL1X	MED12	0
RNF123	SMC4	0
TFDP1	ASF1A	0
CENPN	IMP3	0
