Complexes(Gene Name)	virus-related-Gene	Percentage(|virus-related-Gene| / |complex|)
TIPRL;THTPA	1	0.5
MTX3;DNAJC11;MTX2	1	0.333333333333
HSF1;HSBP1	1	0.5
FEM1B;CRTC3;POLR3G;BEX3;NOSIP	1	0.2
SLC7A11;FAM8A1	1	0.5
DTNBP1;AP3B2;AP3S1;AP3M1;BLOC1S5;AP3B1;BLOC1S4;AP3D1	1	0.125
GFM2;GFM1;PDP2;ALKBH7;NDUFS8;PITRM1;PDPR;MARS2;IARS2;NDUFAF7;LARS2;ACSF3;ACSS1	1	0.0769230769231
RNF5;CERS6;KDSR;GPAT4;CERS2;GPAT3;RFT1;ERMP1;PTDSS2;TMEM259;EI24;VKORC1L1;UBAC2;ATP13A1;MBOAT7;MSMO1	1	0.0625
AKAP8;MYCBP	1	0.5
MAP2K7;NEK9;UCKL1;CAMK1	1	0.25
CLTB;AP2M1	1	0.5
RNF41;HIF1AN	1	0.5
IARS2;PCCB;PCCA;PC;GLS;NARS2;NDUFAF1;ERAL1;YARS2;LARS2;EARS2;GFM1;MIPEP;ACSF2;MMUT;PARS2;TMLHE;GFM2;ACSF3;RARS2;ACAD10;BCKDHA;D2HGDH;ACAA2;AK4;TARS2;IVD;SARDH;DGLUCY;ALDH4A1;DARS2;TBRG4;BCKDK;IDH3G;OGDHL;NSUN4;METTL15;PTCD1;TSFM;PUS1;MTFMT;MTHFD1L;ATPAF1;FECH;MCCC1;TRUB2;MARS2;ABHD11;RPUSD3;MTG2;NDUFA10;MRM2;GUF1;CLPP;HDHD5;AARS2;NDUFAF7;PITRM1;MTO1	5	0.0847457627119
SDF2L1;SDF2	1	0.5
GLMN;RBX1	1	0.5
IARS2;PCCB;PCCA;NDUFAF1;PC;NARS2;ERAL1;YARS2;PARS2;EARS2;LARS2;MIPEP;GFM1;RARS2;ACSF2;MMUT;TMLHE;GFM2;ACSF3;ACAD10;BCKDHA;D2HGDH;MTFMT;ATPAF1;AK4;ACAA2;IVD;BCKDK;OGDHL;IDH3G;TBRG4;SARDH;DARS2;NSUN4;TARS2;DGLUCY;ALDH4A1;PTCD1;TSFM;PUS1;METTL15;MTHFD1L;FECH;TRIT1;ABHD11;ALDH6A1;TRUB2;MCCC1;GLS;MARS2;AARS2;HDHD5;MRM2;ALAS1;MTO1;MTG2;NDUFA10;FARS2;GUF1;RPUSD3;FPGS;FAHD1;CLPP;RSAD1;MRPL58;HARS2;NDUFAF7;PITRM1;DBT	5	0.0724637681159
SLU7;PPIL3	2	1.0
RBM28;SF3B4	1	0.5
ACSL3;ACSL1;ACSL4;PNPLA6	1	0.25
SOAT1;ALG11;ATP13A1;ERMP1;PIGO	3	0.6
SMOC1;WNT10B	1	0.5
ZNF217;RREB1;RCOR3;RCOR1;KDM1A;ZNF516;HDAC2	1	0.142857142857
USP20;CEP43	1	0.5
TNF;TRADD;RIPK1	1	0.333333333333
CD47;ANO6	1	0.5
SCAMP3;SLC30A6;SCAMP2	1	0.333333333333
MRPL34;MRPL53;MRPL33;MRPL14;MRPL43;MRPL54;MRPL39;MRPL49;MRPL50;MRPL18;MRPL37;MRPL21;MRPL30;MRPL23;MRPL22;MRPL12;MRPL4;MRPL13;MRPL48;MRPL38;MRPL32;MRPL9;MRPL11;MRPL47;MRPL35;MRPL28;MRPL55;MRPL17;MRPL41;MRPL27;MRPL51;MRPL46;MRPL3;MRPL10;MRPS18A;MRPL15;MRPL52;MRPL24;MRPL45;MRPL20;MRPS30;MRPL42;MRPL2;MRPL58;MRPL16;MRPL57;MRPS14;MRPL19;MRPS33;MRPS25;MRPL1;MRPS17;MRPS21;MRPS18C;MRPS10;MRPS7;MRPS34;MRPS2;MRPS24;MRPS11;MRPS22;MRPS16;MRPS35;MRPL40;MRPS5;MRPS28;MRPS9;MRPL44	3	0.0441176470588
MYBBP1A;BAZ1B;SMARCA5;SF3B1;DDX21	1	0.2
SCD5;FDFT1;FADS3;GPAT3;RFT1;MPDU1;GPAT4;PTDSS2;LPCAT4;ICMT;PIGO;ERMP1;LPCAT3;CDS2;ATL2;LPGAT1;ATL3;MSMO1	2	0.111111111111
RAB10;RAB6A	1	0.5
RAB39B;RAB18	1	0.5
MYCBP2;CCSER2	1	0.5
METTL15;TRUB2;TARS2;ALDH4A1;DGLUCY	1	0.2
FAU;RPL12;RPL37A;RPS23;RPS13;RPS16;RPS5;RPS17;RPS14;RPL35A;RPS26;RPS24;RPS19;RPL26;RPS20;RPL36;RPL34;RPL14;RPL18A;RPL32;RPL31;RPL7;RPLP2;RPL28;RPS25;RPLP1;RPL30;RPL8;RPS18;RPS8;RPL19;RPL5;RPL15;RPL7A;RPL13A;RPL23A;RPL18;RPL11;RPS9;RPL6;RPLP0;RPL4;RPS2;RPL13;RPS3A;RPS3;RPS15;RPS6;RPS28;RPSA	1	0.02
PTBP2;SNRPA	1	0.5
INHBE;BMP7;ADAMTS2;COCH;PXDN	1	0.2
PLAU;PVR	1	0.5
QPCTL;GLCE;GALNT16;MGAT2;MANEAL;FAM20B;B3GALT6;HS2ST1;CHSY1	1	0.111111111111
TMEM161A;TMEM209;SEC61A2;TMEM184B;CLPTM1L;GGCX;RFT1;FADS3;PTDSS2;PIGO;LPCAT4;SOAT1;ICMT;LPCAT3;ERMP1;GPAT4;SLC27A4;CDS2;ATL2;LPGAT1;RPN2	3	0.142857142857
CHPF2;NDST2;GALNT13;CHSY3;B4GALT4;NDST1;PXYLP1;GALNT6;GALNT18;ST8SIA4;GLCE;CHST10;MGAT2;LARGE2;GALNT10;GALNT7;MAN2A2;B4GALT6;GALNT12;B3GNT2;TPST1;ST3GAL4;B4GALT3;TPST2;MANEAL;CHSY1;B4GALT7;MGAT1;GLT8D2;HS6ST2;ST3GAL6;CHST3;ST6GALNAC4;ST6GALNAC3;CHST7;C1GALT1C1;CHST14;GALNT16;MGAT5	2	0.0512820512821
CHMP1A;CHMP2B;CHMP2A;CHMP4A;VTA1;CHMP3	1	0.166666666667
ATP13A1;GGCX;RFT1;SEC61A2;CLPTM1L;TMCO3;MPDU1;GPR180;FADS3;PTDSS2;MBOAT7;PIGO;LPCAT3;GPAT4;ICMT;CDS2;ERMP1;LPGAT1	3	0.166666666667
CLTA;HSBP1	1	0.5
DDX49;DDX47;BRIX1;RPF2;RBM34;REXO4;ZCCHC9;SDAD1;RSL24D1;CCDC86	1	0.1
PIGN;ERMP1;LMF2;ABHD16A;GGCX;PIGQ;TMEM39B;PIGO;LPCAT3;PCNX3	4	0.4
MRPS34;MRPS2;MRPS6;MRPS17;MRPS22;MRPS28;MRPS14;MRPS10;MRPS21;MRPS18C;MRPS11;MRPS18A;MRPS12;MRPS7;MRPS35;MRPS16;MRPS24;MRPS33;MRPS9;MRPS5;MRPL42;MRPL20;MRPL17;MRPL16;MRPL15;MRPL24;MRPL23;MRPL48;MRPL1;MRPS25;MRPL30;MRPL38;MRPL4;MRPL34;MRPL21;MRPL22;MRPL47;MRPL3;MRPL2;MRPL55;MRPL9;MRPL11;MRPL50;MRPL33;MRPL49;MRPL39;MRPL13;MRPL18;MRPL37;MRPL54;MRPL35;MRPL43;MRPL32;MRPL41;MRPL14;MRPL51;MRPL27;MRPS30;MRPL45;MRPL52;MRPL10;MRPL28;MRPL57;MRPL46;MRPL12;MRPL58;MRPL19;MRPS23;MRPL40;MRPL44	3	0.0428571428571
RAB10;RAB8A	2	1.0
CHMP4A;CHMP4B;CHMP2A	1	0.333333333333
TMEM160;TMEM68;MPDU1;ATP13A1;SEC61A2;GGCX;TM9SF3;RFT1;TMEM161A;DPY19L1;PTDSS2;LPCAT3;ERMP1;MBOAT7;TMEM186;ATP13A3;GPAT4	4	0.235294117647
SLC27A2;ACSL4	1	0.5
ALG11;SLC27A3	1	0.5
TMEM72;LPCAT3;GGCX;PTDSS2	1	0.25
GPR155;TMEM245;GPR180;TMEM181;TMCO3;RFT1;ATP13A3;MFSD5;REEP5	2	0.222222222222
PSMC1;PSMC4;PSMC5;PSMC3;PSMC2;PSMD7;PSMD2;PSMD14;PSMD6;PSMD4;PSMD1;PSMD8;PSMD3;ADRM1;PSMD11;PSMD13;PSMD12	1	0.0588235294118
MBOAT7;MPDU1;GGCX;ERMP1;RFT1;PTDSS2;LPCAT3;FADS3;PIGO;FDFT1;GPAT4;SOAT1;ICMT;GPAT3;CDS2;ATL2;LPGAT1;UBAC2;VKORC1L1;ATL3;CCDC47;MGST3;MSMO1;CDKAL1	3	0.125
MATR3;PTBP2	1	0.5
RPL21;RPL18A;RPL12;RPL14;RPL32;RPL35A;RPLP1;RPL36;RPL10A;RPL19;RPL30;RPL27;RPLP2;RPL7;RPL27A;RPL31;RPL9P8;RPL8;RPL37A;RPL15;RPL18;RPL11;RPL24;RPL26;RPL13A;RPL7A;RPLP0;RPL6;RPS13;RPS26;RPS14;RPL5;RPL13;RPS24;RPS17;RPS8;RPS5;RPL4;RPS9;RPL23A;RPS18;RPS16;RPL35;RPS19;RPS15;RPS2;RPS3A;RPS6;RPS3;RPS23;RPS20;RPS25;RPL3;RPS15A;RPS10	1	0.0181818181818
UBAP2;TEX37	1	0.5
DDX21;SRPK1	1	0.5
FASTKD5;FASTKD2;DDX28	1	0.333333333333
DHFR2;NDUFAF2	1	0.5
HSP90B1;OS9;SEL1L	1	0.333333333333
FYCO1;RUFY1	1	0.5
PDE4DIP;PPP4R3B	1	0.5
TK2;PITRM1	1	0.5
TPST2;NDST1;NDST2;GALNT13;ST8SIA4;PXYLP1;CHSY3;B4GALT4;GALNT6;GALNT18;GLCE;CHST3;CHST10;MAN2A2;LARGE2;MGAT2;MANEAL;B4GALT6;GALNT7;GALNT12;CHPF2;B3GNT2;CHST7;B4GALT7;ST3GAL4;B4GALT3;ST3GAL6;ST6GALNAC3;ST6GALNAC4;HS6ST2;CHST14;MGAT1;TPST1;GALNT16;C1GALT1C1;CHSY1;GLT8D2;MGAT5;MAN1A1;B4GALT5;EXT1	2	0.0487804878049
FADS3;TMEM268;ST7L;DHRS3;ST7;PIGQ;LPCAT3;FAM189B;DPY19L4;ERMP1;PCNX3;TMEM186	1	0.0833333333333
MEPCE;TARBP1	1	0.5
NDUFB2;NDUFB10;NDUFA5;NDUFA2;NDUFA6;NDUFA7;NDUFS6;NDUFA8;NDUFS5;NDUFV1;NDUFA1;NDUFB1;NDUFB7;NDUFB6;NDUFV2;NDUFV3;MT-ND2;NDUFB11;NDUFB4;NDUFB9;NDUFS4;NDUFS3;NDUFS1;NDUFS2;NDUFAB1;NDUFA12;NDUFAF2;NDUFA10;NDUFA3;NDUFS8;NDUFS7	2	0.0645161290323
MRPL14;MRPL39;MRPL53;MRPL34;MRPL43;MRPL33;MRPL54;MRPL49;MRPL50;MRPL18;MRPL37;MRPL21;MRPL30;MRPL23;MRPL22;MRPL12;MRPL4;MRPL13;MRPL48;MRPL38;MRPL32;MRPL9;MRPL11;MRPL47;MRPL35;MRPL28;MRPL55;MRPL17;MRPL41;MRPL27;MRPL51;MRPL46;MRPL3;MRPL10;MRPS18A;MRPL15;MRPL52;MRPL24;MRPL45;MRPL20;MRPS30;MRPL42;MRPL2;MRPL58;MRPL16;MRPL57;MRPS14;MRPL19;MRPS33;MRPS25;MRPL1;MRPS21;MRPS18C;MRPS10;MRPS34;MRPS2;MRPS24;MRPS11;MRPL40;MRPS16;MRPS35;MRPL44;MRPS5	3	0.047619047619
MMUT;ACSF2;GFM2;EARS2;ACSF3;LARS2;MIPEP;TARS2;ALDH4A1;TRIT1;TMLHE;IVD;BCKDHA;BCKDK;ALDH6A1;D2HGDH;DGLUCY;IDH3G;TRUB2;METTL15;TSFM;FARS2;TBRG4;NSUN4;ACAD10;DARS2;SARDH;PCCA;PTCD1;MRM2;MTHFD1L;PUS1;ALAS1;FAHD1;NDUFA10;PC;NARS2;ATPAF1;YARS2;FECH;ERAL1;FPGS;MRPL58;MTG2;NDUFAF1;ABHD11;GUF1;DBT;HARS2;GLS;HDHD5;MGME1;MTO1;AARS2;GADD45GIP1	4	0.0727272727273
B4GALT6;CHSY3;NDST2;GALNT16;NDST1;GLCE;PXYLP1;GALNT6;CHPF2;MANEAL;B4GALT3;B4GALT7;GALNT12;B4GALT4;CHST10;GALNT18;TPST2;LARGE2;GALNT7;MGAT1;CHSY1;ST3GAL4;TPST1;B3GNT2;ST8SIA4;GALNT10;MAN2A2;ST6GALNAC4;CHST14;CHST3;ST6GALNAC3;ST3GAL6;HS6ST2;CHST7;C1GALT1C1;MGAT5	2	0.0555555555556
MRPS28;MRPS6;MRPS2;MRPS17;MRPS22;MRPS34;MRPS14;MRPS12;MRPS10;MRPS21;MRPS18C;MRPS11;MRPS18A;MRPS7;MRPS16;MRPS35;MRPS24;MRPS33;MRPS9;MRPL42;MRPS5;MRPL20;MRPL17;MRPL16;MRPL15;MRPL24;MRPL23;MRPL48;MRPL1;MRPS25;MRPL30;MRPL38;MRPL4;MRPL34;MRPL21;MRPL22;MRPL47;MRPL3;MRPL2;MRPL55;MRPL9;MRPL11;MRPL50;MRPL33;MRPL49;MRPL39;MRPL13;MRPL18;MRPL37;MRPL54;MRPL35;MRPL43;MRPL32;MRPL41;MRPL51;MRPL27;MRPS30;MRPL45;MRPL52;MRPL10;MRPL28;MRPL57;MRPL58;MRPL19;MRPS23;MRPL40	3	0.0454545454545
ZNF770;ZNF574;ZNF107;ZFP62;ZNF48;ZNF668;ZNF512;ZNF646;ZNF189;ZNF800;ZNF358;ZNF275;ZNF70;ZNF317;CTCF;ZFP91;ZNF689;ZNF629;ZNF184;ZNF624;ZNF768;ZBTB24;ZKSCAN8;ZSCAN25;ZNF92;ZNF445;ZNF888;GZF1;ZNF121;PRDM15;ZNF7;ZNF777;ZNF616;ZNF483;PRDM10;ZNF724;ZNF791;PATZ1;ZNF320;RSBN1;RSBN1L;TRMT1L;ZNF708;ZNF430;ZNF813;ZNF316;ZNF142;ZNF273;ZNF771;ZNF22;ZBTB11;ZNF865;RPL17;E4F1;CEBPZ;DDX10;SCAF1;LARP1B;ZNF845	1	0.0169491525424
ITGAV;ITGB1	1	0.5
BMP8B;INHBE;BMP7	1	0.333333333333
DHX36;DDX21	1	0.5
OSBPL8;OSBPL5;POR	1	0.333333333333
SCLT1;CEP135	1	0.5
HNRNPL;PABPC1L;PABPC4;PABPC1	2	0.5
ERGIC3;ERGIC1;YIF1B	1	0.333333333333
HSDL1;PUSL1	1	0.5
MAN1A2;TPST2;B3GNT2;GLCE;PXYLP1;ST8SIA4;B4GALT4;MANEAL;GALNT12;B4GALT7;MAN2A2;B4GALT3;B4GALT6;B4GALT5;CHSY1;MGAT1;MAN1A1;GLT8D2;HS6ST2;FUT8;GALNT16;MGAT5;CHST14	1	0.0434782608696
CCL23;IDE	1	0.5
HLTF;DDX21;DDX55;GNL3L	1	0.25
TMTC4;TMEM223;TMTC3;CAMLG;TMEM104;ST7;TMEM39B;TM9SF3;SOAT1;ALG12;ALG6;TLCD4;EMC4;LMF2;RFT1;TMEM14C;DPY19L1;TMEM186;ABCC3;LMBRD2;ERMP1;LPCAT3;MBOAT7;CERS6	3	0.125
MRPS2;MRPS6;MRPS28;MRPS17;MRPS22;MRPS34;MRPS14;MRPS12;MRPS10;MRPS21;MRPS18C;MRPS11;MRPS18A;MRPS7;MRPS16;MRPS35;MRPS24;MRPS33;MRPS9;MRPL42;MRPS5;MRPL20;MRPL17;MRPL16;MRPL15;MRPL24;MRPL23;MRPL48;MRPL1;MRPS25;MRPL30;MRPL38;MRPL4;MRPL34;MRPL21;MRPL22;MRPL47;MRPL3;MRPL2;MRPL55;MRPL9;MRPL11;MRPL50;MRPL49;MRPL13;MRPL39;MRPL18;MRPL35;MRPL37;MRPL54;MRPL43;MRPL32;MRPL41;MRPL51;MRPL14;MRPL27;MRPS30;MRPL45;MRPL52;MRPL10;MRPL28;MRPL57;MRPL46;MRPL58;MRPL19;MRPS23;MRPL40;GTPBP8	3	0.0441176470588
DCTPP1;NIF3L1	1	0.5
CEP68;MIB1	2	1.0
MT-ND2;NDUFV2;NDUFB7;NDUFB10;NDUFA6;NDUFB2;NDUFA7;NDUFA8;NDUFA5;NDUFA2;NDUFA1;NDUFV1;NDUFS6;NDUFB1;NDUFB6;NDUFB11;NDUFB4;NDUFB9;NDUFV3;NDUFS4;NDUFA11;NDUFS3;NDUFS1;NDUFS2;NDUFAB1;NDUFA12;NDUFAF2;NDUFA10;NDUFA3;NDUFS8;NDUFS7	2	0.0645161290323
SLC43A3;TMEM68;TMEM223;TM9SF3;TMEM161A;RETREG2;DPY19L4;RFT1;TMEM181;ATP13A1;TMEM186;REEP5;PCNX3;ALG11;TLCD4;LPCAT4;PTDSS2;SLC35F2;ERMP1;TMEM205;KDSR;MBOAT7;LPCAT3;CERS2;GPAT4;SLC37A4;SLC27A4;SLC38A10	3	0.107142857143
TMEM97;SIDT2	1	0.5
NEU3;NEU1	1	0.5
FBH1;FBXL12	1	0.5
PEX11B;FAR2	1	0.5
EIF4E2;EIF4E1B	1	0.5
MTA3;MBD3;MTA2;HDAC1;MTA1;RBBP7;HDAC2;RBBP4	1	0.125
PTRH2;FAM162A	1	0.5
CCDC47;CDKAL1;AGPAT1;LPCAT4;FDFT1;GPAT4;CDS2;GPAT3;LPGAT1;UBAC2;GGCX;VKORC1L1;PTDSS2;MGST3;ERMP1;ATP13A1;MBOAT7	2	0.117647058824
RPF2;DHX37;DDX52;BRIX1;DDX54;NOP2;NLE1;TSPYL1;SDAD1;RBM34;FCF1;NOP16;ZCCHC9;TAF1C;WDR74;NKRF;DNTTIP2;UTP3;REXO4;SPTY2D1;NVL;PWP2;TBL3;WDR36;FTSJ3;BMS1;CCDC86;ZBTB11;UTP18;RSL24D1;ESF1;SURF6	1	0.03125
FBXO16;FBXL12	1	0.5
BMS1;NOP14;NOP2;RBM34;UTP3;BRIX1;SF3B4;SDAD1;RPF2;NOP16;NLE1;FTSJ3;ZCCHC9;REXO4;NKRF;DHX37;FCF1;RBM4;DDX52;TSPYL1;NIP7;SURF6;RIOX1;WDR74;ZNF771;ZNF16;RSL24D1;ZBTB11;DDX54;SPTY2D1;DNTTIP2;NOC3L;TBL3;TAF1C;NVL;CCDC86;PWP2;ISG20L2;ESF1;NOM1;UTP18;WDR36;PAK1IP1;PUM3;KRR1;PARP2;TSPYL2;WDR3;IMP4;RIOX2;NOP53;AATF;NOL12;TTF1;PDCD11;WDR46;UTP14A;IMP3;GZF1;NIFK;ZNF800;MPHOSPH10;USP36;RBM19;SRSF5	3	0.0461538461538
GNB3;GNB1;GNAI2;GNAO1;GNAZ;GNAS;GNAI3;GNA13	1	0.125
PIEZO1;ALG11	1	0.5
RAB13;RAB10;RAB8A;RAB12;RAB14	3	0.6
PANX1;ALG11;LPCAT4;GPAT4;FDFT1;TMEM259;KDSR;ICMT;GPAT3;CDS1;ATL2;CDS2;ATL3;RFT1;CERS2;LPGAT1;VKORC1L1;EI24;PTDSS2;LPCAT3;ERMP1;PIGO;MSMO1;MBOAT7;SEC62	3	0.12
GGH;LYZ	1	0.5
MAN2A2;ST8SIA4;TPST2;GALNT13;GLCE;NDST2;NDST1;CHSY3;GALNT18;CHST3;PXYLP1;GALNT6;B4GALT4;CHST7;MGAT2;MANEAL;CHST10;GALNT12;B3GNT2;LARGE2;GALNT7;CHPF2;B4GALT7;ST3GAL6;ST6GALNAC3;ST3GAL4;ST6GALNAC4;HS6ST2;B4GALT3;GALNT10;TPST1;MGAT1;CHSY1;GLT8D2	2	0.0588235294118
EDEM3;EDEM2	1	0.5
CDS1;FDFT1;POMT2;LPCAT4;ALG10;ALG8;GPAT4;ALG9;SOAT1;ALG11;CERS2;CERS6;ERMP1;LPCAT3;PIGO	4	0.266666666667
RPL12;RPL34;RPL21;RPL18A;RPL14;RPL27A;RPL32;RPL31;RPL35A;RPL24;RPL36;RPLP1;RPL30;RPL27;RPLP2;RPL9P8;RPL8;RPL10A;RPL26;RPL7;RPL37A;RPL18;RPL15;RPL11;RPL7A;RPL13A;RPL19;RPS26;RPL5;RPL6;RPS13;RPS14;RPL4;RPLP0;RPS24;RPS8;RPS5;RPS17;RPS16;RPL13;RPL35;RPL23A;RPS9;RPS19;RPL3	1	0.0222222222222
BRIX1;RPF2;DHX37;NOP2;TSPYL1;FCF1;NLE1;SDAD1;RBM34;NOP16;DDX52;RSL24D1;REXO4;UTP3;WDR74;NKRF;ZNF16;DNTTIP2;SPTY2D1;BMS1;NIP7;FTSJ3;ZCCHC9;TAF1C;TBL3;DDX54;ZBTB11;SURF6;ZNF771;ISG20L2;ESF1;NVL;PWP2;CCDC86;NOC3L;WDR36;UTP18	1	0.027027027027
SCAMP1;SLC30A6	1	0.5
QSOX2;ERFE	1	0.5
ANO6;PACC1	1	0.5
PABPC1;PABPC1L;PABPC4;LARP4	2	0.5
ADAM9;ADAMTS1	2	1.0
ITGA8;ITGB1	1	0.5
DOCK7;FKBP15;WASHC4;WASHC5	2	0.5
TMLHE;SARS2;PARS2;NDUFS8;PITRM1;PDPR;GFM1;BCKDHA;LARS2;ACSF2;IARS2;TARS2;ACSF3;PCCB;MCCC2;PCCA;ACAD10;BCKDK;SARDH;DARS2;NSUN4;GFM2;D2HGDH;PUS1;NARS2;EARS2;MARS2;MTHFD1L;NDUFA10;MMUT;MIPEP;IVD;RARS2;FECH;DGLUCY;OGDHL;ACAA2;TBRG4;ALDH4A1;IDH3G;AK4;METTL15;MCCC1;RPUSD3;PTCD1;GLS;TRIT1;TRUB2;PC;TSFM;NDUFAF1;ERAL1;YARS2;MTG2;HDHD5;ATPAF1;MTFMT;ABHD11;ALDH6A1;MTO1;AARS2;MRM2;FARS2;ALAS1;GUF1;RSAD1;NDUFAF7;CLPP;DBT;FAHD1;PRORP;ELAC2;MRPL58;FPGS;HARS2	5	0.0666666666667
IKBKE;TBK1	1	0.5
PHF21B;ERLEC1	1	0.5
LMAN2;LMAN2L	1	0.5
MTARC2;DNAJC11	1	0.5
POGLUT1;POGLUT2	1	0.5
GNG5;GNG7	1	0.5
RPL10A;RPL28;RPL18A;RPL14;RPL32;RPL27A;RPL31;RPL35A;RPL36;RPLP1;RPL30;RPL27;RPL19;RPLP2;RPL9P8;RPL21;RPL12;RPL8;RPL26;RPL37A;RPL7;RPL18;RPL24;RPL15;RPL7A;RPL11;RPL13A;RPS26;RPL5;RPL6;RPS13;RPS14;RPS17;RPL35;RPS24;RPL4;RPS5;RPS8;RPLP0;RPS16;RPL13;RPL23A;RPS18;RPS9;RPS19;RPL3;RPS2;RPS15;RPS20;RPS25;RPS3A;RPS3;RPS6	1	0.0188679245283
DHRS3;FAM8A1;LMF2;MBOAT7;LPCAT3;ST7;ERMP1;PIGO;FAM189B;TLCD4;TMEM186;DPY19L1;PCNX3;LMBRD2;ATP13A3	5	0.333333333333
FUT8;GALNT3;GALNT7;MGAT1;C1GALT1C1;GALNT16;NDST1;C1GALT1;GALNT6;GLT8D2;HS6ST2;CHSY1;MAN1A1	1	0.0769230769231
MCCC2;PCCB;IARS2;PCCA;SARS2;PARS2;PITRM1;GFM1;EARS2;LARS2;ACSF2;TMLHE;ACSF3;TARS2;MMUT;BCKDHA;BCKDK;IVD;ACAD10;NSUN4;D2HGDH;DGLUCY;DARS2;SARDH;OGDHL;NARS2;PUS1	4	0.148148148148
CD9;ITGB1	1	0.5
PDZD11;RAPGEF6	1	0.5
NLRP2;TBK1	1	0.5
EARS2;PARS2;IVD;TMLHE;GFM1;BCKDK;BCKDHA;ACSF2;LARS2;ACSF3;TARS2;IARS2;PCCB;ACAD10;PCCA;MMUT;RARS2;MIPEP;NSUN4;GFM2;OGDHL;D2HGDH;DGLUCY;DARS2;ACAA2;AK4;ALDH4A1;SARDH;TBRG4;MTHFD1L;IDH3G;PUS1;METTL15;TSFM;PTCD1;NARS2;MTFMT;FECH;ATPAF1	3	0.0769230769231
SRP54;OTUD4	1	0.5
BCKDK;BCKDHA;BCKDHB	1	0.333333333333
SEC63;AGPAT1;FDFT1;ALG11;TMEM259;GPAT3;KDSR;UBAC2;LPCAT4;GPAT4;LPGAT1;VKORC1L1;GGCX;PTDSS2;ERMP1;ATP13A1	3	0.1875
ASCL3;TCF3;TCF12	1	0.333333333333
MTPAP;AASS	1	0.5
ODR4;TMEM205;TMEM209;DPY19L1;TMEM161A;GGCX;TMEM186;SLC35E1;FAM8A1;PTDSS2;ERMP1	4	0.363636363636
GALNT16;HS3ST2;NDST1;B4GALT6;GALNT6;GALNT18;GLCE;B4GALT5;LARGE2;GALNT7;C1GALT1;MGAT1;B4GALT7;PXYLP1;B4GALT4;CHSY3;B4GALT3;CHPF2;CHSY1;MANEAL;TPST2;GLT8D2;NDST2;MGAT2;TPST1;MAN2A2;CHST10;ST6GALNAC4;HS6ST2;GALNT12;MGAT5;CHST7;C1GALT1C1;CHST3;CHST14;ST6GALNAC3;EXT1;MAN1A1;GALNT4;FUT8	2	0.05
INTS8;INTS11;INTS9;INTS4;INTS6	1	0.2
INTS1;INTS8;INTS12;INTS4;INTS3;INTS2;INTS5	1	0.142857142857
WFDC6;INHBE	1	0.5
ZNF395;CDC25C;MAP3K2;FAM83G;HDAC7;MAP3K20;CRTC3	1	0.142857142857
GRPEL1;GRPEL2	1	0.5
HSBP1;FEM1B	1	0.5
LARP4;PABPC4;PABPC1L;PABPC1;PABPC4L	2	0.4
TCF12;HAND1;TCF3	1	0.333333333333
FOXRED1;NDUFB9	1	0.5
POC1A;HAUS4;HAUS8;CEP43	1	0.25
RAB2A;RAB2B	1	0.5
CUL4A;RBX1	1	0.5
CUL2;RBX1;CUL1;SKP2	2	0.5
TGFB2;INHBE	1	0.5
RAE1;RGPD8	1	0.5
PEX10;FAR2	1	0.5
SIRT2;SIRT5	1	0.5
HSBP1;GMNN;PPP2R5D	1	0.333333333333
ZNF629;ZNF865;ZFP62;ZBTB41;ZNF708;ZNF142;ZNF646;ZNF512;ZNF48;ZFP91;ZBTB24;PRDM15;ZNF768;PATZ1;GZF1;ZNF107;ZNF317;ZNF624;ZNF184;ZNF483;ZNF445;ZKSCAN8;ZSCAN25;CTCF;ZNF358;ZNF813;ZNF275;ZNF689;ZNF668;ZNF770;ZNF791;ZNF121;ZNF7;ZNF320;ZNF189;ZNF92;ZNF430;ZNF616;ZNF777;ZNF761;ZNF574;ZNF771;ZBTB11;ZNF431;ZBTB48;E4F1;CEBPZ;RSBN1L;RSBN1;REPIN1;TRMT1L;ZNF22;PRDM10;ZNF800;ZNF70;DDX10;ZNF397;BRIX1;ZNF845;SCAF1;ZNF16;SPTY2D1;KNOP1;NKRF;TTF1;RPF2;NOP2;RBM34;NSA2	1	0.0144927536232
TNIK;HSBP1	1	0.5
CA5A;PITRM1	1	0.5
AAR2;WDR83	1	0.5
ATP8B2;ALG10;TMEM39A;ALG8;PIGW	1	0.2
NDUFA6;NDUFB6;NDUFS7;NDUFS3;NDUFA1;NDUFS5;NDUFA7;NDUFV1;NDUFA8;NDUFS2;NDUFS1;NDUFV2;NDUFB1;NDUFB10;NDUFB7;NDUFB4;MT-ND2;NDUFB9;NDUFS6;NDUFA2;NDUFA5;NDUFV3;NDUFS4;NDUFB11;NDUFA11;NDUFAB1;NDUFA12;NDUFA10;NDUFA3;NDUFS8	1	0.0333333333333
