Complexes(UniProt IDs)	virus-related-protein	Percentage(|virus-related-protein| / |complex|)
Q9NSE4;P05166;P05165;P11498;O94925;Q96I59;Q9Y375;O75616;Q9Y2Z4;Q15031;Q5JPH6;Q96RP9;Q99797;Q96CM8;P22033;Q7L3T8;Q9NVH6;Q969S9;Q4G176;Q5T160;Q6JQN1;P12694;Q8N465;P42765;P27144;Q9BW92;P26440;Q9UL12;Q7Z3D6;P30038;Q6PI48;Q969Z0;O14874;P51553;Q9ULD0;Q96CB9;A6NJ78;O75127;P43897;Q9Y606;Q96DP5;Q6UB35;Q5TC12;P22830;Q96RQ3;O95900;Q96GW9;Q8NFV4;Q6P087;Q9H4K7;O95299;Q9UI43;Q8N442;Q16740;Q9BXW7;Q5JTZ9;Q7L592;Q5JRX3;Q9Y2Z2	5	0.0847457627119
Q9HCN8;Q99470	1	0.5
Q92990;P62877	1	0.5
Q9NSE4;P05166;P05165;Q9Y375;P11498;Q96I59;O75616;Q9Y2Z4;Q7L3T8;Q5JPH6;Q15031;Q99797;Q96RP9;Q5T160;Q96CM8;P22033;Q9NVH6;Q969S9;Q4G176;Q6JQN1;P12694;Q8N465;Q96DP5;Q5TC12;P27144;P42765;P26440;O14874;Q9ULD0;P51553;Q969Z0;Q9UL12;Q6PI48;Q96CB9;Q9BW92;Q7Z3D6;P30038;O75127;P43897;Q9Y606;A6NJ78;Q6UB35;P22830;Q9H3H1;Q8NFV4;Q02252;O95900;Q96RQ3;O94925;Q96GW9;Q5JTZ9;Q9BXW7;Q9UI43;P13196;Q9Y2Z2;Q9H4K7;O95299;O95363;Q8N442;Q6P087;Q05932;Q6P587;Q16740;Q9HA92;Q14197;P49590;Q7L592;Q5JRX3;P11182	5	0.0724637681159
O95391;Q9H2H8	2	1.0
Q9NW13;Q15427	1	0.5
O95573;P33121;O60488;Q8IY17	1	0.25
P35610;Q2TAA5;Q9HD20;Q7Z2K6;Q8TEQ8	3	0.6
Q9H4F8;O00744	1	0.5
O75362;Q92766;Q9P2K3;Q9UKL0;O60341;Q92618;Q92769	1	0.142857142857
Q9Y2K6;O95684	1	0.5
P01375;Q15628;Q13546	1	0.333333333333
Q08722;Q4KMQ2	1	0.5
O14828;Q6NXT4;O15127	1	0.333333333333
Q9BQ48;Q96EL3;O75394;Q6P1L8;Q8N983;Q6P161;Q9NYK5;Q13405;Q8N5N7;Q9H0U6;Q9BZE1;Q7Z2W9;Q8TCC3;Q16540;Q9NWU5;P52815;Q9BYD3;Q9BYD1;Q96GC5;Q96DV4;Q9BYC8;Q9BYD2;Q9Y3B7;Q9HD33;Q9NZE8;Q13084;Q7Z7F7;Q9NRX2;Q8IXM3;Q9P0M9;Q4U2R6;Q9H2W6;P09001;Q7Z7H8;Q9NVS2;Q9P015;Q86TS9;Q96A35;Q9BRJ2;Q9BYC9;Q9NP92;Q9Y6G3;Q5T653;Q14197;Q9NX20;Q9BQC6;O60783;P49406;Q9Y291;P82663;Q9BYD6;Q9Y2R5;P82921;Q9Y3D5;P82664;Q9Y2R9;P82930;Q9Y399;Q96EL2;P82912;P82650;Q9Y3D3;P82673;Q9NQ50;P82675;Q9Y2Q9;P82933;Q9H9J2	3	0.0441176470588
Q9BQG0;Q9UIG0;O60264;O75533;Q9NR30	1	0.2
Q86SK9;P37268;Q9Y5Q0;Q53EU6;Q96AA3;O75352;Q86UL3;Q9BVG9;Q643R3;O60725;Q8TEQ8;Q7Z2K6;Q6P1A2;O95674;Q8NHH9;Q92604;Q6DD88;Q15800	2	0.111111111111
P61026;P20340	1	0.5
Q96DA2;Q9NP72	1	0.5
O75592;Q9H7U1	1	0.5
A6NJ78;O95900;Q9BW92;P30038;Q7Z3D6	1	0.2
P62861;P30050;P61513;P62266;P62277;P62249;P46782;P08708;P62263;P18077;P62854;P62847;P39019;P61254;P60866;Q9Y3U8;P49207;P50914;Q02543;P62910;P62899;P18124;P05387;P46779;P62851;P05386;P62888;P62917;P62269;P62241;P84098;P46777;P61313;P62424;P40429;P62750;Q07020;P62913;P46781;Q02878;P05388;P36578;P15880;P26373;P61247;P23396;P62841;P62753;P62857;P08865	1	0.02
Q9UKA9;P09012	1	0.5
P58166;P18075;O95450;O43405;Q92626	1	0.2
P00749;P15151	1	0.5
Q9NXS2;O94923;Q8N428;Q10469;Q5VSG8;O75063;Q96L58;Q7LGA3;Q86X52	1	0.111111111111
Q9NX61;Q96SK2;Q8TC24;Q9Y519;Q96KA5;P38435;Q96AA3;Q9Y5Q0;Q9BVG9;Q8TEQ8;Q643R3;P35610;O60725;Q6P1A2;Q7Z2K6;Q86UL3;Q6P1M0;O95674;Q8NHH9;Q92604;P04844	3	0.142857142857
Q9P2E5;P52849;Q8IUC8;Q70JA7;O60513;P52848;Q8TE99;Q8NCL4;Q6P9A2;Q92187;O94923;O43529;Q10469;Q8N3Y3;Q86SR1;Q86SF2;P49641;Q9UBX8;Q8IXK2;Q9NY97;O60507;Q11206;O60512;O60704;Q5VSG8;Q86X52;Q9UBV7;P26572;Q9H1C3;Q96MM7;Q9Y274;Q7LGC8;Q9H4F1;Q8NDV1;Q9NS84;Q96EU7;Q8NCH0;Q8N428;Q09328	2	0.0512820512821
Q9HD42;Q9UQN3;O43633;Q9BY43;Q9NP79;Q9Y3E7	1	0.166666666667
Q9HD20;P38435;Q96AA3;Q8TC24;Q96KA5;Q6UWJ1;O75352;Q86V85;Q9Y5Q0;Q9BVG9;Q96N66;Q8TEQ8;Q6P1A2;Q86UL3;O60725;O95674;Q7Z2K6;Q92604	3	0.166666666667
P09496;O75506	1	0.5
Q9Y6V7;Q9H0S4;Q8TDN6;Q9H7B2;P42696;Q9GZR2;Q8N567;Q9NVU7;Q9UHA3;Q9H6F5	1	0.1
O95427;Q7Z2K6;Q9BU23;O95870;P38435;Q9BRB3;Q9GZU3;Q8TEQ8;Q6P1A2;Q9H6A9	4	0.4
P82930;Q9Y399;P82932;Q9Y2R5;P82650;Q9Y2Q9;O60783;P82664;P82921;Q9Y3D5;P82912;Q9NVS2;O15235;Q9Y2R9;P82673;Q9Y3D3;Q96EL2;Q9Y291;P82933;P82675;Q9Y6G3;Q9BYC9;Q9NRX2;Q9NX20;Q9P015;Q96A35;Q16540;Q96GC5;Q9BYD6;P82663;Q8TCC3;Q96DV4;Q9BYD3;Q9BQ48;Q7Z2W9;Q9NWU5;Q9HD33;P09001;Q5T653;Q7Z7F7;Q9BYD2;Q9Y3B7;Q8N5N7;O75394;Q13405;Q9NYK5;Q9BYD1;Q9H0U6;Q9BZE1;Q6P161;Q9NZE8;Q8N983;Q9BYC8;Q8IXM3;Q6P1L8;Q4U2R6;Q9P0M9;Q9NP92;Q9BRJ2;Q86TS9;Q7Z7H8;Q13084;Q9BQC6;Q9H2W6;P52815;Q14197;P49406;Q9Y3D9;Q9NQ50;Q9H9J2	3	0.0428571428571
P61026;P61006	2	1.0
Q9BY43;Q9H444;O43633	1	0.333333333333
Q9NX00;Q96MH6;O75352;Q9HD20;Q8TC24;P38435;Q9HD45;Q96AA3;Q9NX61;Q2PZI1;Q9BVG9;Q6P1A2;Q7Z2K6;Q96N66;Q96B77;Q9H7F0;Q86UL3	4	0.235294117647
O14975;O60488	1	0.5
Q2TAA5;Q5K4L6	1	0.5
A0PK05;Q6P1A2;P38435;Q9BVG9	1	0.25
Q7Z3F1;Q9H330;Q86V85;Q9P2C4;Q6UWJ1;Q96AA3;Q9H7F0;Q6N075;Q00765	2	0.222222222222
P62191;P43686;P62195;P17980;P35998;P51665;Q13200;O00487;Q15008;P55036;Q99460;P48556;O43242;Q16186;O00231;Q9UNM6;O00232	1	0.0588235294118
Q96N66;O75352;P38435;Q7Z2K6;Q96AA3;Q9BVG9;Q6P1A2;Q9Y5Q0;Q8TEQ8;P37268;Q86UL3;P35610;O60725;Q53EU6;O95674;Q8NHH9;Q92604;Q8NBM4;Q8N0U8;Q6DD88;Q96A33;O14880;Q15800;Q5VV42	3	0.125
A0A0R4J2E8;Q9UKA9	1	0.5
P46778;Q02543;P30050;P50914;P62910;P18077;P05386;Q9Y3U8;P62906;P84098;P62888;P61353;P05387;P18124;P46776;P62899;P32969;P62917;P61513;P61313;Q07020;P62913;P83731;P61254;P40429;P62424;P05388;Q02878;P62277;P62854;P62263;P46777;P26373;P62847;P08708;P62241;P46782;P36578;P46781;P62750;P62269;P62249;P42766;P39019;P62841;P15880;P61247;P62753;P23396;P62266;P60866;P62851;P39023;P62244;P46783	1	0.0181818181818
Q5T6F2;Q96LM6	1	0.5
Q9NR30;Q96SB4	1	0.5
Q7L8L6;Q9NYY8;Q9NUL7	1	0.333333333333
Q86XF0;Q8N183	1	0.5
P14625;Q13438;Q9UBV2	1	0.333333333333
Q9BQS8;Q96T51	1	0.5
Q5VU43;Q5MIZ7	1	0.5
O00142;Q5JRX3	1	0.5
O60704;P52848;P52849;Q8IUC8;Q92187;Q8TE99;Q70JA7;O60513;Q8NCL4;Q6P9A2;O94923;Q7LGC8;O43529;P49641;Q8N3Y3;Q10469;Q5VSG8;Q9UBX8;Q86SF2;Q8IXK2;Q9P2E5;Q9NY97;Q9NS84;Q9UBV7;Q11206;O60512;Q9Y274;Q8NDV1;Q9H4F1;Q96MM7;Q8NCH0;P26572;O60507;Q8N428;Q96EU7;Q86X52;Q9H1C3;Q09328;P33908;O43286;Q16394	2	0.0487804878049
Q9Y5Q0;Q5VZI3;Q8TDW4;O75911;Q9NRC1;Q9BRB3;Q6P1A2;P81408;Q7Z388;Q7Z2K6;Q9H6A9;Q96B77	1	0.0833333333333
Q7L2J0;Q13395	1	0.5
O95178;O96000;Q16718;O43678;P56556;O95182;O75380;P51970;O43920;P49821;O15239;O75438;P17568;O95139;P19404;P56181;P03891;Q9NX14;O95168;Q9Y6M9;O43181;O75489;P28331;O75306;O14561;Q9UI09;Q8N183;O95299;O95167;O00217;O75251	2	0.0645161290323
Q6P1L8;Q9NYK5;Q96EL3;Q9BQ48;Q8N983;O75394;Q6P161;Q13405;Q8N5N7;Q9H0U6;Q9BZE1;Q7Z2W9;Q8TCC3;Q16540;Q9NWU5;P52815;Q9BYD3;Q9BYD1;Q96GC5;Q96DV4;Q9BYC8;Q9BYD2;Q9Y3B7;Q9HD33;Q9NZE8;Q13084;Q7Z7F7;Q9NRX2;Q8IXM3;Q9P0M9;Q4U2R6;Q9H2W6;P09001;Q7Z7H8;Q9NVS2;Q9P015;Q86TS9;Q96A35;Q9BRJ2;Q9BYC9;Q9NP92;Q9Y6G3;Q5T653;Q14197;Q9NX20;Q9BQC6;O60783;P49406;Q9Y291;P82663;Q9BYD6;P82921;Q9Y3D5;P82664;P82930;Q9Y399;Q96EL2;P82912;Q9NQ50;Q9Y3D3;P82673;Q9H9J2;P82675	3	0.047619047619
P22033;Q96CM8;Q969S9;Q5JPH6;Q4G176;Q15031;Q99797;Q9BW92;P30038;Q9H3H1;Q9NVH6;P26440;P12694;O14874;Q02252;Q8N465;Q7Z3D6;P51553;O95900;A6NJ78;P43897;O95363;Q969Z0;Q96CB9;Q6JQN1;Q6PI48;Q9UL12;P05165;O75127;Q9UI43;Q6UB35;Q9Y606;P13196;Q6P587;O95299;P11498;Q96I59;Q5TC12;Q9Y2Z4;P22830;O75616;Q05932;Q14197;Q9H4K7;Q9Y375;Q8NFV4;Q8N442;P11182;P49590;O94925;Q9BXW7;Q9BQP7;Q9Y2Z2;Q5JTZ9;Q8TAE8	4	0.0727272727273
Q9UBX8;Q70JA7;P52849;Q8N428;P52848;O94923;Q8TE99;Q8NCL4;Q9P2E5;Q5VSG8;O60512;Q9UBV7;Q8IXK2;O60513;O43529;Q6P9A2;O60704;Q8N3Y3;Q86SF2;P26572;Q86X52;Q11206;O60507;Q9NY97;Q92187;Q86SR1;P49641;Q9H4F1;Q8NCH0;Q7LGC8;Q8NDV1;Q9Y274;Q96MM7;Q9NS84;Q96EU7;Q09328	2	0.0555555555556
Q9Y2Q9;P82932;Q9Y399;Q9Y2R5;P82650;P82930;O60783;O15235;P82664;P82921;Q9Y3D5;P82912;Q9NVS2;Q9Y2R9;Q9Y3D3;P82673;Q96EL2;Q9Y291;P82933;Q9Y6G3;P82675;Q9BYC9;Q9NRX2;Q9NX20;Q9P015;Q96A35;Q16540;Q96GC5;Q9BYD6;P82663;Q8TCC3;Q96DV4;Q9BYD3;Q9BQ48;Q7Z2W9;Q9NWU5;Q9HD33;P09001;Q5T653;Q7Z7F7;Q9BYD2;Q9Y3B7;Q8N5N7;O75394;Q13405;Q9NYK5;Q9BYD1;Q9H0U6;Q9BZE1;Q6P161;Q9NZE8;Q8N983;Q9BYC8;Q8IXM3;Q4U2R6;Q9P0M9;Q9NP92;Q9BRJ2;Q86TS9;Q7Z7H8;Q13084;Q9BQC6;Q14197;P49406;Q9Y3D9;Q9NQ50	3	0.0454545454545
Q6IQ21;Q6ZN55;Q9UII5;Q8NB50;Q96MX3;Q96K58;Q96ME7;O15015;O75820;Q2TB10;Q9NW07;Q9NSD4;Q9UC06;Q96PQ6;P49711;Q96JP5;Q96CS4;Q9UEG4;Q99676;Q9P2J8;Q9H5H4;O43167;Q15776;Q6NSZ9;Q03936;P59923;P0CJ79;Q9H116;P58317;P57071;P17097;Q9ULD5;Q08AN1;Q8TF39;Q9NQV6;A8MTY0;Q3KP31;Q9HBE1;A2RRD8;Q5VWQ0;Q6PCB5;Q7Z2T5;P17019;Q9H8G1;Q6ZN06;A6NFI3;P52746;Q14593;Q7L3S4;P17026;O95625;P0CJ78;P18621;Q66K89;Q03701;Q13206;Q9H7N4;Q659C4;Q96IR2	1	0.0169491525424
P06756;P05556	1	0.5
P34820;P58166;P18075	1	0.333333333333
Q9H2U1;Q9NR30	1	0.5
Q9BZF1;Q9H0X9;P16435	1	0.333333333333
Q96NL6;Q66GS9	1	0.5
P14866;Q4VXU2;Q13310;P11940	2	0.5
Q9Y282;Q969X5;Q5BJH7	1	0.333333333333
Q3SXM5;Q8N0Z8	1	0.5
O60476;O60704;Q9NY97;O94923;Q8TE99;Q92187;O60513;Q5VSG8;Q8IXK2;Q9UBV7;P49641;O60512;Q9UBX8;O43286;Q86X52;P26572;P33908;Q9H1C3;Q96MM7;Q9BYC5;Q8N428;Q09328;Q8NCH0	1	0.0434782608696
P55773;P14735	1	0.5
Q14527;Q9NR30;Q8NHQ9;Q9NVN8	1	0.25
Q5T4D3;A0PJW6;Q6ZXV5;P49069;Q8NE00;Q9NRC1;Q9GZU3;Q9HD45;P35610;Q9BV10;Q9Y672;Q96MV1;Q5J8M3;Q9BU23;Q96AA3;Q9P0S9;Q2PZI1;Q96B77;O15438;Q68DH5;Q7Z2K6;Q6P1A2;Q96N66;Q6ZMG9	3	0.125
Q9Y399;P82932;Q9Y2Q9;Q9Y2R5;P82650;P82930;O60783;O15235;P82664;P82921;Q9Y3D5;P82912;Q9NVS2;Q9Y2R9;Q9Y3D3;P82673;Q96EL2;Q9Y291;P82933;Q9Y6G3;P82675;Q9BYC9;Q9NRX2;Q9NX20;Q9P015;Q96A35;Q16540;Q96GC5;Q9BYD6;P82663;Q8TCC3;Q96DV4;Q9BYD3;Q9BQ48;Q7Z2W9;Q9NWU5;Q9HD33;P09001;Q5T653;Q7Z7F7;Q9BYD2;Q9Y3B7;Q8N5N7;Q13405;Q9BYD1;Q9NYK5;Q9H0U6;Q9NZE8;Q9BZE1;Q6P161;Q8N983;Q9BYC8;Q8IXM3;Q4U2R6;Q6P1L8;Q9P0M9;Q9NP92;Q9BRJ2;Q86TS9;Q7Z7H8;Q13084;Q9BQC6;Q9H2W6;Q14197;P49406;Q9Y3D9;Q9NQ50;Q8N3Z3	3	0.0441176470588
Q9H773;Q9GZT8	1	0.5
Q76N32;Q86YT6	2	1.0
P03891;P19404;P17568;O96000;P56556;O95178;O95182;P51970;Q16718;O43678;O15239;P49821;O75380;O75438;O95139;Q9NX14;O95168;Q9Y6M9;P56181;O43181;Q86Y39;O75489;P28331;O75306;O14561;Q9UI09;Q8N183;O95299;O95167;O00217;O75251	2	0.0645161290323
Q8NBI5;Q96MH6;A0PJW6;Q9HD45;Q9NX61;Q8NC44;Q7Z388;Q96AA3;Q9P2C4;Q9HD20;Q96B77;Q00765;Q9H6A9;Q2TAA5;Q96MV1;Q643R3;Q9BVG9;Q8IXU6;Q7Z2K6;Q6UW68;Q06136;Q96N66;Q6P1A2;Q96G23;Q86UL3;O43826;Q6P1M0;Q9HBR0	3	0.107142857143
Q5BJF2;Q8NBJ9	1	0.5
Q9UQ49;Q99519	1	0.5
Q8NFZ0;Q9NXK8	1	0.5
O96011;Q96K12	1	0.5
O60573;A6NMX2	1	0.5
Q9BTC8;O95983;O94776;Q13547;Q13330;Q16576;Q92769;Q09028	1	0.125
Q9Y3E5;Q96A26	1	0.5
Q96A33;Q5VV42;Q99943;Q643R3;P37268;Q86UL3;O95674;Q53EU6;Q92604;Q8NBM4;P38435;Q8N0U8;Q9BVG9;O14880;Q7Z2K6;Q9HD20;Q96N66	2	0.117647058824
Q9H7B2;Q8IY37;Q9Y2R4;Q8TDN6;Q8TDD1;P46087;Q9NVX2;Q9H0U9;Q9NVU7;P42696;Q9Y324;Q9Y3C1;Q8N567;Q15572;Q6RFH5;O15226;Q5QJE6;Q9NQZ2;Q9GZR2;Q68D10;O15381;Q15269;Q12788;Q8NI36;Q8IY81;Q14692;Q9H6F5;O95625;Q9Y5J1;Q9UHA3;Q9H501;O75683	1	0.03125
Q8IX29;Q9NXK8	1	0.5
Q14692;P78316;P46087;P42696;Q9NQZ2;Q8TDN6;Q15427;Q9NVU7;Q9H7B2;Q9Y3C1;Q9NVX2;Q8IY81;Q8N567;Q9GZR2;O15226;Q8IY37;Q9Y324;Q9BWF3;Q9Y2R4;Q9H0U9;Q9Y221;O75683;Q9H6W3;Q6RFH5;Q7L3S4;P17020;Q9UHA3;O95625;Q8TDD1;Q68D10;Q5QJE6;Q8WTT2;Q12788;Q15572;O15381;Q9H6F5;Q15269;Q9H9L3;Q9H501;Q5C9Z4;Q9Y5J1;Q8NI36;Q9NWT1;Q15397;Q13601;Q9UGN5;Q9H2G4;Q9UNX4;Q96G21;Q8IUF8;Q9NZM5;Q9NY61;Q9UGY1;Q15361;Q14690;O15213;Q9BVJ6;Q9NV31;Q9H116;Q9BYG3;Q2TB10;O00566;Q9P275;Q9Y4C8;Q13243	3	0.0461538461538
P16520;P62873;P04899;P09471;P19086;P63092;P08754;Q14344	1	0.125
Q92508;Q2TAA5	1	0.5
P51153;P61026;P61006;Q6IQ22;P61106	3	0.6
Q96RD7;Q2TAA5;Q643R3;Q86UL3;P37268;Q4ZIN3;Q06136;O60725;Q53EU6;Q92903;Q8NHH9;O95674;Q6DD88;Q96AA3;Q96G23;Q92604;Q8N0U8;O14681;Q9BVG9;Q6P1A2;Q7Z2K6;Q8TEQ8;Q15800;Q96N66;Q99442	3	0.12
Q92820;P61626	1	0.5
P49641;Q92187;O60704;Q8IUC8;O94923;P52849;P52848;Q70JA7;Q6P9A2;Q7LGC8;Q8TE99;Q8NCL4;O60513;Q9NS84;Q10469;Q5VSG8;O43529;Q8IXK2;Q9NY97;Q8N3Y3;Q86SF2;Q9P2E5;Q9UBV7;Q9Y274;Q8NDV1;Q11206;Q9H4F1;Q96MM7;O60512;Q86SR1;O60507;P26572;Q86X52;Q9H1C3	2	0.0588235294118
Q9BZQ6;Q9BV94	1	0.5
Q92903;P37268;Q9UKY4;Q643R3;Q5BKT4;Q9BVK2;Q86UL3;Q9H6U8;P35610;Q2TAA5;Q96G23;Q6ZMG9;Q7Z2K6;Q6P1A2;Q8TEQ8	4	0.266666666667
P30050;P49207;P46778;Q02543;P50914;P46776;P62910;P62899;P18077;P83731;Q9Y3U8;P05386;P62888;P61353;P05387;P32969;P62917;P62906;P61254;P18124;P61513;Q07020;P61313;P62913;P62424;P40429;P84098;P62854;P46777;Q02878;P62277;P62263;P36578;P05388;P62847;P62241;P46782;P08708;P62249;P26373;P42766;P62750;P46781;P39019;P39023	1	0.0222222222222
Q8TDN6;Q9H7B2;Q8IY37;P46087;Q9H0U9;Q9Y324;Q9NVX2;Q9NVU7;P42696;Q9Y3C1;Q9Y2R4;Q9UHA3;Q9GZR2;Q9NQZ2;Q6RFH5;O15226;P17020;Q5QJE6;Q68D10;Q14692;Q9Y221;Q8IY81;Q8N567;Q15572;Q12788;Q8TDD1;O95625;O75683;Q7L3S4;Q9H9L3;Q9H501;O15381;Q15269;Q9H6F5;Q8WTT2;Q8NI36;Q9Y5J1	1	0.027027027027
O15126;Q6NXT4	1	0.5
Q6ZRP7;Q4G0M1	1	0.5
Q4KMQ2;Q9H813	1	0.5
P11940;Q4VXU2;Q13310;Q71RC2	2	0.5
Q13443;Q9UHI8	2	1.0
P53708;P05556	1	0.5
Q96N67;Q5T1M5;Q2M389;Q12768	2	0.5
Q9NVH6;Q9NP81;Q7L3T8;O00217;Q5JRX3;Q8NCN5;Q96RP9;P12694;Q15031;Q96CM8;Q9NSE4;Q9BW92;Q4G176;P05166;Q9HCC0;P05165;Q6JQN1;O14874;Q9UL12;Q6PI48;Q96CB9;Q969S9;Q8N465;Q9Y606;Q96I59;Q5JPH6;Q96GW9;Q6UB35;O95299;P22033;Q99797;P26440;Q5T160;P22830;Q7Z3D6;Q9ULD0;P42765;Q969Z0;P30038;P51553;P27144;A6NJ78;Q96RQ3;Q6P087;O75127;O94925;Q9H3H1;O95900;P11498;P43897;Q9Y375;O75616;Q9Y2Z4;Q9H4K7;Q9BXW7;Q5TC12;Q96DP5;Q8NFV4;Q02252;Q9Y2Z2;Q5JTZ9;Q9UI43;O95363;P13196;Q8N442;Q9HA92;Q7L592;Q16740;P11182;Q6P587;O15091;Q9BQ52;Q14197;Q05932;P49590	5	0.0666666666667
Q14164;Q9UHD2	1	0.5
B0QYW2;Q96DZ1	1	0.5
Q12907;Q9H0V9	1	0.5
Q969Z3;Q9NVH1	1	0.5
Q8NBL1;Q6UW63	1	0.5
P63218;O60262	1	0.5
P62906;P46779;Q02543;P50914;P62910;P46776;P62899;P18077;Q9Y3U8;P05386;P62888;P61353;P84098;P05387;P32969;P46778;P30050;P62917;P61254;P61513;P18124;Q07020;P83731;P61313;P62424;P62913;P40429;P62854;P46777;Q02878;P62277;P62263;P08708;P42766;P62847;P36578;P46782;P62241;P05388;P62249;P26373;P62750;P62269;P46781;P39019;P39023;P15880;P62841;P60866;P62851;P61247;P23396;P62753	1	0.0188679245283
O75911;Q9UBU6;Q9BU23;Q96N66;Q6P1A2;Q9NRC1;Q7Z2K6;Q8TEQ8;P81408;Q96MV1;Q96B77;Q2PZI1;Q9H6A9;Q68DH5;Q9H7F0	5	0.333333333333
Q9BYC5;Q14435;Q86SF2;P26572;Q96EU7;Q8N428;P52848;Q9NS00;Q8NCL4;Q9H1C3;Q96MM7;Q86X52;P33908	1	0.0769230769231
Q9HCC0;P05166;Q9NSE4;P05165;Q9NP81;Q7L3T8;Q5JRX3;Q96RP9;Q5JPH6;Q15031;Q96CM8;Q9NVH6;Q4G176;Q9BW92;P22033;P12694;O14874;P26440;Q6JQN1;Q96CB9;Q8N465;Q7Z3D6;Q6PI48;Q9UL12;Q9ULD0;Q96I59;Q9Y606	4	0.148148148148
P21926;P05556	1	0.5
Q5EBL8;Q8TEU7	1	0.5
Q9NX02;Q9UHD2	1	0.5
Q5JPH6;Q7L3T8;P26440;Q9NVH6;Q96RP9;O14874;P12694;Q96CM8;Q15031;Q4G176;Q9BW92;Q9NSE4;P05166;Q6JQN1;P05165;P22033;Q5T160;Q99797;Q96CB9;Q969S9;Q9ULD0;Q8N465;Q7Z3D6;Q6PI48;P42765;P27144;P30038;Q9UL12;Q969Z0;Q6UB35;P51553;Q9Y606;A6NJ78;P43897;O75127;Q96I59;Q96DP5;P22830;Q5TC12	3	0.0769230769231
P61011;Q01804	1	0.5
O14874;P12694;P21953	1	0.333333333333
Q9UGP8;Q99943;P37268;Q2TAA5;Q4ZIN3;Q53EU6;Q06136;Q8NBM4;Q643R3;Q86UL3;Q92604;Q8N0U8;P38435;Q9BVG9;Q7Z2K6;Q9HD20	3	0.1875
Q9NQ33;P15923;Q99081	1	0.333333333333
Q9NVV4;Q9UDR5	1	0.5
Q5SWX8;Q6UW68;Q96SK2;Q2PZI1;Q9NX61;P38435;Q96B77;Q96K37;Q9UBU6;Q9BVG9;Q7Z2K6	4	0.363636363636
Q8N428;Q9Y278;P52848;Q9UBX8;Q8NCL4;Q6P9A2;O94923;O43286;Q8N3Y3;Q86SF2;Q9NS00;P26572;Q9UBV7;Q8TE99;O60513;Q70JA7;O60512;Q9P2E5;Q86X52;Q5VSG8;O60704;Q9H1C3;P52849;Q10469;O60507;P49641;O43529;Q9H4F1;Q96MM7;Q8IXK2;Q09328;Q9NS84;Q96EU7;Q7LGC8;Q8NCH0;Q8NDV1;Q16394;P33908;Q8N4A0;Q9BYC5	2	0.05
Q75QN2;Q5TA45;Q9NV88;Q96HW7;Q9UL03	1	0.2
Q8N201;Q75QN2;Q96CB8;Q96HW7;Q68E01;Q9H0H0;Q6P9B9	1	0.142857142857
Q9BQY6;P58166	1	0.5
Q9H8N7;P30307;Q9Y2U5;A6ND36;Q8WUI4;Q9NYL2;Q6UUV7	1	0.142857142857
Q9HAV7;Q8TAA5	1	0.5
O75506;Q9UK73	1	0.5
Q71RC2;Q13310;Q4VXU2;P11940;P0CB38	2	0.4
Q99081;O96004;P15923	1	0.333333333333
Q96CU9;Q9Y6M9	1	0.5
Q8NBT0;Q9H6D7;Q9BT25;O95684	1	0.25
P61019;Q8WUD1	1	0.5
Q13619;P62877	1	0.5
Q13617;P62877;Q13616;Q13309	2	0.5
P61812;P58166	1	0.5
P78406;O14715	1	0.5
O60683;Q96K12	1	0.5
Q8IXJ6;Q9NXA8	1	0.5
O75506;O75496;Q14738	1	0.333333333333
Q9UEG4;P0CJ78;Q8NB50;Q5SVQ8;P17019;P52746;O15015;Q96ME7;Q96MX3;Q96JP5;O43167;P57071;Q9H5H4;Q9HBE1;Q9H116;Q9UII5;Q96PQ6;Q9P2J8;Q99676;Q8TF39;P59923;Q15776;Q6NSZ9;P49711;Q9NW07;Q6ZN06;Q9NSD4;Q96CS4;Q96K58;Q6IQ21;Q3KP31;P58317;P17097;A2RRD8;O75820;Q03936;Q9H8G1;Q08AN1;Q9ULD5;Q86XN6;Q6ZN55;Q7L3S4;O95625;Q8TF32;P10074;Q66K89;Q03701;Q6PCB5;Q5VWQ0;Q9BWE0;Q7Z2T5;P17026;Q9NQV6;Q2TB10;Q9UC06;Q13206;Q8NF99;Q8TDN6;Q96IR2;Q9H7N4;P17020;Q68D10;Q1ED39;O15226;Q15361;Q9H7B2;P46087;P42696;O95478	1	0.0144927536232
Q9UKE5;O75506	1	0.5
P35218;Q5JRX3	1	0.5
Q9Y312;Q9BRX9	1	0.5
P98198;Q5BKT4;Q9NV64;Q9BVK2;Q7Z7B1	1	0.2
P56556;O95139;O75251;O75489;O15239;O43920;O95182;P49821;P51970;O75306;P28331;P19404;O75438;O96000;P17568;O95168;P03891;Q9Y6M9;O75380;O43678;Q16718;P56181;O43181;Q9NX14;Q86Y39;O14561;Q9UI09;O95299;O95167;O00217	1	0.0333333333333
