Complexes(UniProt IDs)	Min-p-value	Avg-p-value	Number-of-resources
Q8IZ52;Q8IUC8;P52849;Q70JA7;O60513;P52848;Q6P9A2;O94923;Q8NCL4;Q8TE99;Q92187;Q9P2E5;Q8N3Y3;Q8IXK2;O43529;Q10469;Q86SF2;Q5VSG8;O60704;P49641;Q9UBV7;Q11206;O60512;Q9NY97;O60507;Q86X52;Q9H1C3;P26572;Q96MM7;Q7LGC8;Q9Y274;Q9NS84;Q8NDV1;Q96EU7;Q8NCH0;Q93063;Q09328;P33908;Q9BYC5	2.99222078082e-46	0.003778053726150046	131
P49641;Q92187;O60704;Q8IUC8;O94923;P52849;P52848;Q70JA7;Q6P9A2;Q7LGC8;Q8TE99;Q8NCL4;O60513;Q9NS84;Q10469;Q5VSG8;O43529;Q8IXK2;Q9NY97;Q8N3Y3;Q86SF2;Q9P2E5;Q9UBV7;Q9Y274;Q8NDV1;Q11206;Q9H4F1;Q96MM7;O60512;Q86SR1;O60507;P26572;Q86X52;Q9H1C3	6.01778055048e-38	0.0022401878974824653	122
Q96I25;P83876;O95400;Q15428;P14678;P63162;P09012;P62316;P62314;P62304;Q9P013;P62306;Q9Y3B4;P62318;P08579;Q12874;O75643;Q9Y4Z0;P09661;Q15029;O43172;Q15459;Q6P2Q9;Q9BUQ8;Q96DI7;Q13573;O95926;O94906;Q8WWY3;O75533;O75934;Q15427;Q13435;Q969L4;Q8WVK2;P09234;O95777;O43719;Q15393;O75554;Q9UNP9;Q9BZJ0;O60306;Q9NW64;Q53GS9	9.70388082447e-82	0.00325329276484966	478
Q7RTT5;Q99909;Q16385	Null	Null	0
P52655;P52657	1.57272344749e-06	0.0064200043274418835	22
Q9H4F1;P52848;Q7LGC8;O94923;Q6P9A2;Q8NCL4;P49641;Q8NCH0;Q8IXK2;Q8N3Y3;P52849;Q9NY97;Q8TE99;Q70JA7;P26572;Q9Y274;Q96MM7;O43529;Q9UBX8;Q5VSG8;Q9NS84;O60704;Q86SF2;Q9P2E5;Q8N428;O60512;Q9UBV7;Q8NDV1;Q10469;Q96EU7;O60507;Q11206;Q86SR1;Q86X52;Q09328;Q9H1C3	2.94684771549e-41	0.003252774656558682	129
Q15466;P62508	0.00122672428904	0.02559371502262	2
Q9BYJ4;Q9C030;B2RNG4	0.0183492091385	0.0183492091385	1
P56706;P56705	0.000206854520804	0.003012193522694445	27
O00716;Q01094;Q14209	6.53527340768e-08	0.00876339967665046	65
Q9HA64;Q9BU89	0.00104743381603	0.00104743381603	1
O43837;P50213	4.71817034246e-06	0.013777636340161638	29
Q53GS9;Q9Y4Z0;P83876;O75643;P63162;P14678;Q96I25;P62314;P62306;P62316;P62318;P62304;Q9P013;P09012;Q9BUQ8;Q15428;O95400;Q15029;P08579;O43172;Q96DI7;O94906;O75934;Q12874;Q15459;Q6P2Q9;Q13573;O95926;Q8WWY3;Q15427;O75533;O95777;Q9Y333;Q969L4;O43290;P09234;Q8WVK2;Q13435;O75554;O43719;Q9BZJ0;O60306;Q9UNP9	1.31794490414e-77	0.002601808502576999	432
P63241;Q9GZV4	9.43634068492e-06	0.012774570364585819	6
Q9HBI1;Q13418	4.71817034246e-06	0.0215576524285234	11
O14512;Q9NSE2;O75159;O14508;O14544;Q8WXH5;Q8WXK3	4.71254075378e-14	0.004598528698439267	35
P46778;P49207;Q02543;P46776;P50914;P30050;P62910;P62899;P18077;P83731;Q9Y3U8;P05386;P62888;P61353;P05387;P47914;P32969;P62917;P62906;P61254;P18124;P61513;Q07020;P61313;P62913;P62424;P40429;P84098;P62854;P46777;Q02878;P62277;P36578;P05388;P26373;P62241;P62847;P46782;P08708	1.61015614456e-93	0.0031150122043935883	541
Q15700;O95886	0.00192658622317	0.011114905001455	4
P62861;P30050;P61513;P62266;P62277;P62249;P46782;P08708;P62263;P18077;P62854;P62847;P39019;P61254;P60866;Q9Y3U8;P49207;P50914;Q02543;P62910;P62899;P18124;P05387;P46779;P62851;P05386;P62888;P62917;P62269;P62241;P84098;P46777;P61313;P62424;P40429;P62750;Q07020;P62913;P46781;Q02878;P05388;P36578;P15880;P26373;P61247;P23396;P62841;P62753;P62857;P08865	1.23491509376e-122	0.0026835606333246026	582
P62851;P18077;P18124;P62249;P62906;P50914;Q02543;P46779;Q9Y3U8;P62888;P62899;P05386;P62910;P46776;P05387;P49207;P62917;Q07020;P61254;P62263;P61513;P40429;P62269;P62854;P62277;P62847;P62913;P46777;P61313;P62750;P62424;P62241;P46782;P08708;P39019;P60866;Q02878;P36578;P46781;P05388;P26373;P42766;P15880;P61247;P62841;P23396;P62753;P08865;P62266;P62244;P62857;P62861;P46783;P39023	1.23895093695e-133	0.001976981197322338	625
P62899;P61513;P62750;P61254;P61353;P62263;P62269;P62854;P18124;P62888;P50914;Q02543;P83731;P18077;P62277;P62917;P62906;P62910;P62847;Q07020;P62913;P40429;P05387;P30050;P32969;P84098;P62424;P05386;P46782;P61313;P62241;P46777;P39019;Q02878;P08708;P62249;P46781;P36578;P05388;P26373;P15880;P23396;P61247;P62841;P60866;P62851;P62266;P62753;P62244;P46783;P39023;P62701;P08865	8.13395614463e-131	0.00188812276643906	627
Q8WZA1;O94923;P52848;P52849;Q8IUC8;Q7LGC8;Q9NS84;Q6P9A2;Q8TE99;Q8NCL4;Q70JA7;O60513;P49641;Q5VSG8;Q8IXK2;Q8N3Y3;O60704;O43529;Q8N428;Q10469;Q86SF2;Q9P2E5;Q9UBV7;O60507;Q96MM7;Q9H4F1;Q9NY97;Q8NDV1;O60512;Q8NCH0;Q9Y274;P26572;Q96EU7;Q86X52;Q9H1C3;Q09328	2.94684771549e-41	0.00361412094204116	118
Q9BZY9;P43355	4.71817034246e-06	4.71817034246e-06	1
Q96P50;Q15057	0.00388686777504	0.00388686777504	1
P26639;P41252;P14868;O43324;P56192	3.83460909049e-13	0.009889526243588062	34
Q96LI6;O60248	Null	Null	0
Q96PP8;Q9H0R5	0.00150685995878	0.010576104575243333	3
P59780;P53677;Q13367;Q92572;Q9Y2T2;O00203;O14617	1.12097425379e-24	0.0035883302403115613	37
P27635;Q02543;P62910;P30050;P46776;P83731;P32969;P50914;P61353;P05386;P18124;P05387;P61513;P61254;P61313;P62424;P62750;P62899;P42766;P62906;P84098;P62888;P62917;P62277;P62263;P46777;P46779;P62854;P62847;Q07020;Q02878;P40429;P62913;P62241;P36578;P62249;P05388;P39019;P26373;P08708;P46781;P15880;P62841;P62753;P61247;P23396;P39023	1.47329553293e-114	0.0029127754130372895	600
Q96CX2;Q68DU8	0.00930758963165	0.00930758963165	1
Q8IUC8;Q70JA7;P52849;O60513;P52848;Q8TE99;Q92187;Q8NCL4;Q7LGC8;Q6P9A2;O94923;Q9NS84;P49641;Q5VSG8;O43529;O60704;Q8N3Y3;Q10469;Q8IXK2;Q86SF2;Q9NY97;Q9P2E5;Q9UBV7;Q11206;O60512;Q9Y274;Q8NDV1;Q96MM7;O60507;Q86X52;Q9H1C3;Q09328	1.18326900229e-34	0.002494094044257803	107
Q9H9H4;Q86XT2;Q8NEZ2;Q9NZ09;Q9H7P6	3.77261162669e-14	0.004124743349164925	48
P47914;P46776;P46778;Q02543;P62910;P30050;P62899;P50914;P18077;Q9Y3U8;P05386;P83731;P32969;P62906;P62888;P62917;P61353;P05387;P18124;Q07020;P61254;P84098;P40429;P61513;P61313;P62913;P62424;Q02878;P62854;P62277;P46777;P62263;P08708;P62241;P05388;P36578;P26373	2.25094591836e-88	0.0029552901619231426	543
P17025;Q8N883;Q96RE9	0.000319758705643	0.000319758705643	1
Q13164;Q13163	1.57272344749e-06	0.008159153504214145	24
Q6QHK4;P15172	Null	Null	0
Q9NYJ1;Q49B96	0.00307152889294	0.014850449244422501	4
P30837;P05091	2.33695857928e-05	0.014408061472232008	24
P36957;P08559;P10515;O00330	1.31302501751e-09	0.011013748918628741	78
Q86SR1;P52849;Q70JA7;Q9UBX8;O60513;P52848;Q92187;Q8TE99;Q8NCL4;Q6P9A2;O94923;O43529;Q10469;Q8N3Y3;P49641;Q86SF2;Q9P2E5;Q8IXK2;Q9NY97;Q11206;O60507;O60512;P26572;Q86X52;Q96MM7;Q9H4F1;Q9Y274;Q8NCH0;Q96EU7;Q8NDV1;Q09328	7.89719910602e-38	0.0019430752647194942	125
P62191;P43686;P62195;P17980;P35998;P51665;Q13200;O00487;Q15008;P55036;Q99460;P48556;O43242;Q16186;O00231;Q9UNM6;O00232	4.11187084019e-49	0.002808912224252366	630
P50225;O00338;P0DMM9	0.000434071671506	0.012833423331491501	4
P02008;Q6B0K9	0.0178346838945	0.024175904834775	4
Q00888;Q16557;P11464	0.000105719335569	0.0136277253988358	5
Q96S21;Q12829;P0C0E4	0.0122546583303	0.02031682271893333	3
P35638;Q16520	0.0499607057562	0.0499607057562	1
O14508;O14544;Q9H765;O75159;Q8WXK3;O14512;Q9NSE2;Q8WXH5;Q9NYS7	5.65016550054e-13	0.005689084594619403	32
Q16772;P08263;O15217	4.58049802624e-07	0.00467711510686915	26
Q0D2J5;Q9UC07	Null	Null	0
Q9H5J0;O95365;A1YPR0	Null	Null	0
P22033;Q96CM8;Q969S9;Q5JPH6;Q4G176;Q15031;Q99797;Q9BW92;P30038;Q9H3H1;Q9NVH6;P26440;P12694;O14874;Q02252;Q8N465;Q7Z3D6;P51553;O95900;A6NJ78;P43897;O95363;Q969Z0;Q96CB9;Q6JQN1;Q6PI48;Q9UL12;P05165;O75127;Q9UI43;Q6UB35;Q9Y606;P13196;Q6P587;O95299;P11498;Q96I59;Q5TC12;Q9Y2Z4;P22830;O75616;Q05932;Q14197;Q9H4K7;Q9Y375;Q8NFV4;Q8N442;P11182;P49590;O94925;Q9BXW7;Q9BQP7;Q9Y2Z2;Q5JTZ9;Q8TAE8	2.94109700381e-51	0.005923737303175451	312
O14544;O14508;O14512;O75159;Q8WXK3;Q9NYS7;Q9NSE2;Q99619	1.43748722349e-10	0.00614121149046326	30
Q99638;O60671	4.71817034246e-06	0.004067396070999272	31
Q8N428;Q9Y278;P52848;Q9UBX8;Q8NCL4;Q6P9A2;O94923;O43286;Q8N3Y3;Q86SF2;Q9NS00;P26572;Q9UBV7;Q8TE99;O60513;Q70JA7;O60512;Q9P2E5;Q86X52;Q5VSG8;O60704;Q9H1C3;P52849;Q10469;O60507;P49641;O43529;Q9H4F1;Q96MM7;Q8IXK2;Q09328;Q9NS84;Q96EU7;Q7LGC8;Q8NCH0;Q8NDV1;Q16394;P33908;Q8N4A0;Q9BYC5	3.74575874954e-43	0.0036655563048603036	123
Q9BYJ4;Q9C030	0.00460178880735	0.015110726883475	2
Q9UQ74;Q00888;P11464	0.000105719335569	0.02043280789015633	3
Q96EE3;Q8NFH3;Q8WUM0;P57740;Q8NFH4;Q12769;P55735;P52948	4.43894279354e-27	0.001967207488633472	254
O00481;Q96PJ5	Null	Null	0
Q92834;O43924	4.71817034246e-06	0.029331816536714156	3
Q9NY33;P13798	Null	Null	0
O75159;Q9NSE2;O14544;O14508;Q8WXK3;O14512;Q9NYS7;Q9H765	1.43748722349e-10	0.006873458204496057	31
O14810;Q6PUV4	4.13557887409e-05	0.0036876938979556995	7
Q8N6W0;Q5SZQ8	Null	Null	0
Q8NGC1;O43193	Null	Null	0
O14576;P51808;P63172;Q9NP97;Q96FJ2;Q13409;Q96EX3	7.37376864141e-19	0.008321459896841642	56
Q9UK41;Q86XT2;Q9H9H4;Q8NEZ2;Q9H7P6;Q9NZ09;Q99816	1.20326807433e-20	0.0038057816612756144	70
Q8WXI4;Q8WYK0	8.03082257238e-05	0.015413763789939475	8
Q14934;O95644	7.30074779307e-05	0.0015794122089105133	15
Q8WXH6;P0C0E4	Null	Null	0
P60903;P07355	0.000122672428904	0.003731131093415	5
P56381;P30049;O75947;O75964;P48047;P36542	1.48481251051e-17	0.002175592911709331	117
Q08AF8;A6NMD2	0.0466314599144	0.0466314599144	1
O96019;Q8TAQ2;P51532;Q12824;O14497;Q92922;Q969G3;Q6STE5;Q92925;P51531;Q92784	2.24084950036e-28	0.006316723015205558	449
Q96KJ9;P20674	0.00041040272594	0.007745609432061428	14
Q9NW08;Q9H1D9;Q9BUI4;Q9NVU0;Q9Y2Y1;P05423;P62875;P19388;P52434;Q9Y535;O15160;P61218;Q9BT43;P19387;O75575;O15514	1.38003855143e-40	0.001988475384644459	208
Q12824;Q8TAQ2;O14497;P51532;Q92922;Q969G3;Q6STE5;O96019;Q92925;P51531	2.56693677207e-29	0.00723550780859045	484
Q96EV8;Q13367;Q92572;Q9Y2T2;Q8TDH9;O00203;Q9NUP1;O14617	3.17384409738e-24	0.007405256253530701	68
Q9H503;O75531	1.57272344749e-06	0.008329143377863316	3
Q15935;Q8NCP5;P10075;Q9H9D4;Q9ULM2;Q96BV0;Q5EBL2;Q63HK3;Q9C0G0;Q6ZNH5;Q8NEP9;Q8N3J9;Q8TD17;O14978;Q8TF50;Q6AW86;Q02086;P16415;Q8N972;O75346;O75290;Q14590;P0CJ79;Q8TAU3;Q96C28;Q5HY98;E7ETH6;Q8N0Y2;Q9Y5A6;Q96JF6;Q8N823;Q96SL8;Q3ZCT1;Q9NW07;Q7L945;Q7L2R6;P52746;Q8TF32;Q86XN6;P52737;Q9H7X3;P17019;Q9UDV7;Q6ZN06;P17097;Q96C00;O15015;Q9UII5;Q68EA5;Q14592;Q8TF39;Q3KP31;Q8NAF0;Q9H5H4;Q14593;Q96PQ6;Q9BS31;Q9H8G1;A2RRD8;A8MTY0;Q66K89;Q6AHZ1;O75467;O43167;Q9P2J8;Q15072;A6NFI3;Q8WV37;Q9BWE0;Q9NYW8;Q6NUN9;Q6ZN55;Q8TBZ8;P59923;Q03936;Q9HBE1;Q9ULD5;Q8IZC7;Q16587;O75437;Q9BRH9;P27635	3.81588052451e-72	0.003233922253054295	119
Q96JJ6;Q8WXH2	0.0023779578526	0.00416142624205	2
P62266;P30050;P46778;P49207;Q02543;P62910;P46776;P83731;Q9Y3U8;P50914;P18077;P32969;P05386;P61353;P18124;P05387;P61254;P61513;P62424;P61313;P46777;P62277;P62854;P62847;P08708;P46782;P62263;P84098;P62241;Q02878;P36578;P05388;P26373;P46781;P39019;P62750;P62249;P62269;P61247;P15880;P62753;P23396;P60866;P62841;P62851;P62244;P46783	1.47329553293e-114	0.003184025332912871	572
P09913;Q8WTX7;O14879	0.0122546583303	0.0122546583303	1
Q96GW9;Q5T160;Q96CM8;Q9NSE4;Q99797;Q96RP9;Q15031;Q5JRX3;Q5JPH6;Q969S9;Q9BW92;P12694;Q9NVH6;Q4G176;O14874;P05166;P05165;Q6JQN1;Q96CB9;Q6PI48;P42765;Q8N465;P51553;Q9Y606;Q96I59;Q7L592;O95900;Q16740;P22830;Q6P087;A6NJ78;O75127;Q9UI43;Q6UB35;Q9Y2Z4;Q9NUB1;Q9BVS5;P22570;P11498;Q96RQ3;Q5TC12;Q9H4K7;Q8WVM0;Q9BQ52;Q13825;Q8NFV4;Q9BXW7;Q5JTZ9;Q9Y2Z2;Q8N442;O94925;Q9Y375;P49590;Q8NCN5;P13196;Q9HA92;Q9NTG7;O95299;Q14197;Q15118;Q9HAC7;Q96EH3;O15091;P36776;O00217	8.08691138028e-60	0.005327555940586685	350
O95741;Q96A23	Null	Null	0
Q96HD9;P45381	0.0023779578526	0.03869722920184	5
Q0D2K0;Q8TAZ6	Null	Null	0
O43766;Q9UHN1	0.00868227944687	0.025879587336785	2
Q9NUX5;Q9BSI4;Q96AP0	7.92154352445e-10	0.0077955368728228665	109
P68543;Q9UNZ2;Q14CS0	0.0011889789263	0.014232907519696667	18
Q9NX01;O95400;Q96DI7;P62318;P62314;O43395;P62316;P62304;P63162;P14678;Q9Y4Z0;P62310;Q15029;O75643;Q9BUQ8;P62306;Q9Y333;Q6P2Q9;O94906;O43290;Q8WWY3;Q9UK45;P62312;O43172	1.20023380478e-57	0.006130537491332624	230
Q9BXI9;Q6ZMH6	Null	Null	0
Q5JRX3;Q8NCN5;Q9NP81;Q7L3T8;O00217;Q96RP9;Q9NVH6;P12694;Q15031;Q96CM8;Q9NSE4;Q9BW92;Q4G176;P05166;Q9HCC0;P05165;Q6JQN1;O14874;Q9UL12;Q6PI48;Q96CB9;Q969S9;O75251;O75489;P28331;O95299;Q96GW9;P22830;Q9Y606;Q5JPH6;Q6UB35;O75306;Q96I59;Q16795;Q5T160;Q9BXW7;Q9Y375;P22033;Q9Y2Z2;Q99797;Q969Z0;Q96RQ3;P26440;O94925;Q9HA92;Q9ULD0;Q5JTZ9;Q9BQ52;Q7L592	3.05127614243e-47	0.003351677468677044	497
Q9UGK8;Q96FX2	Null	Null	0
Q6P531;Q7Z429	0.0217015986899	0.0217015986899	1
Q8WUH2;Q96AX1;Q9H270;Q8N3P4;Q9H269;Q9P253	2.96665836265e-21	0.012145116038301675	29
Q9H1K4;Q9BZJ4	Null	Null	0
O75712;Q9Y6H8	0.000830397980273	0.01693365959477883	6
P46109;Q13905	9.43634068492e-06	0.004060127310858339	31
Q8TF65;O14908	0.0499607057562	0.0499607057562	2
Q76KP1;Q6L9W6;Q70JA7;Q9UBX8;P52849;P52848;Q8N428;Q8TE99;O94923;Q8NCL4;Q9P2E5;Q495W5;Q5VSG8;O60512;Q9UBV7;Q8IXK2;O60704;O43529;Q8N3Y3;Q86SF2;Q86X52;P26572;Q9H1C3;Q11206;O60507;Q9NY97;Q9H4F1	4.53388712608e-22	0.0038526096280963214	81
Q99836;P58753	5.66180441095e-05	0.007893433176863366	32
Q9H2S6;Q6P531	0.0217015986899	0.0217015986899	1
O43747;Q9Y6Q5;P56377;Q96PC3;Q10567;P61966;Q9BXS5	8.9677940303e-24	0.002759637934129224	62
P10746;P41247	0.0441674382201	0.048030665059766664	3
Q8IZC7;Q96ME7;P10075;Q8N3J9;Q9H9D4;Q5EBL2;Q8N0Y2;Q9H7X3;Q9ULM2;Q9Y5A6;Q63HK3;Q96BV0;Q6ZNH5;Q9NTW7;Q8NEP9;Q6AW86;Q8TD17;O14978;Q8TF50;Q02086;O75346;Q8N972;E7ETH6;Q5HY98;Q96C28;Q14590;Q8TAU3;Q8N823;Q9NW07;Q7L945;Q7L2R6;Q96JF6;Q8TF32;P52746;Q3ZCT1;P17029;P52737;Q86XN6;P17019;Q9UDV7;Q6ZN06;Q92610;O15015;Q96C00;P58317;Q9UII5;Q96CS4;Q8NAF0;Q3KP31;Q9H5H4;Q8TF39;Q96MX3;Q15072;Q96PQ6;Q15776;Q9H8G1;A2RRD8;A8MTY0;O75467;O43167;Q9P2J8;Q8IXZ2;Q66K89;A6NFI3;Q96K58;O75437;Q9UEG4;Q6ZN55;Q9HBE1;Q9BWE0;Q9NYW8;Q8WV37;O95503;Q8N1G0;P59923;Q03936;Q6NUN9;Q14593;Q9ULD5;Q15935	8.17659271186e-66	0.0041496290352771095	123
Q10570;Q9P2I0;Q6UN15	1.98038588111e-09	0.009554418583982077	37
Q9C0G0;Q8N3J9;O15015;Q6ZNH5;Q8TF50;Q63HK3;P10075;Q8NEP9;Q5EBL2;Q8NCP5;Q96BV0;Q9ULM2;Q6AW86;Q9H9D4;Q15935;Q8TD17;O14978;Q8N972;O75346;Q14590;Q8TAU3;Q5HY98;Q8N823;Q96C28;Q8N0Y2;Q9NW07;Q7L2R6;Q9Y5A6;Q7L945;Q96JF6;Q3ZCT1;Q6ZMS7;Q8TF32;P52737;Q9H7X3;P17019;Q9UDV7;Q96C00;Q9UII5;Q14592;Q3KP31;Q8NAF0;Q8TF39;Q68EA5;Q96MU6;Q9BRH9;Q96SK3;P17021;O43361;O75437;Q9H5H4;Q96N38;Q14593;Q16587;Q8TBZ8;Q8IZC7;Q8WV37;Q9H8G1;Q66K89;A2RRD8;Q9NYW8;A8MTY0;Q9BWE0;O43167;Q9P2J8;O75467;A6NFI3;P17014;Q6ZN55;Q7Z417	1.76935573274e-59	0.005844257508084079	115
Q8TEY5;Q70SY1	4.40362565296e-05	0.002276614182392478	41
Q9BPU9;Q9P2K1;Q9UPM9	2.99434345224e-07	0.009398833141504345	168
P17014;O43167;Q6ZNH5;Q63HK3;Q96JF6;Q9H9D4;P10075;Q5EBL2;Q8N3J9;Q3ZCT1;Q96BV0;Q9BRH9;Q8NEP9;P17021;O43361;Q96SK3;Q96MU6;Q8TF50;O75437;Q68EA5;Q8TD17;Q6AW86;O14978;Q9ULM2;Q15935;Q8N972;Q8N0Y2;Q96C28;Q96N38;Q9Y5A6;Q5HY98;Q8TAU3;Q8N823;Q7L945;Q9NW07;Q7L2R6;Q8TBZ8;Q8TF32;P52737;Q8IZC7;Q9H7X3;P17019;Q9UDV7;Q16587;Q96C00;Q14593;O15015;Q9UII5;Q8TF39;Q3KP31;Q9H5H4;Q8NAF0;Q9H8G1;Q66K89;A2RRD8;A8MTY0;Q9P2J8;O75467;Q8WV37;Q9NYW8;Q14590;E7ETH6;P16415;Q9BWE0;O75290;A6NFI3;Q86XN6;P0CJ79;Q6ZN55;Q6ZN06;Q14592;Q03936	2.50344560793e-68	0.0031119216485875696	130
O75143;Q8IYT8	4.71817034246e-06	0.004120716332663142	11
O94900;O94842	Null	Null	0
Q96RN5;Q71F56;Q9Y3C7;Q9P086;O75586;Q9UHV7;Q96HR3;Q9Y2X0;Q96G25;Q93074;Q71SY5;O60244;Q6P2C8	3.23640193336e-35	0.0033146647664296773	85
P32320;D6W601	Null	Null	0
P15927;P27694	4.71817034246e-06	0.005844135164202333	86
Q8N8F7;Q8N112	Null	Null	0
Q9BYF1;Q13685	0.0164213498143	0.030740018840450006	10
Q8N140;Q96MF7;Q8WV22;Q96SB8	6.5987923957e-10	0.00994208457544616	9
P62244;P42766;P50914;P84098;P62899;P46776;P61353;P05387;P18124;P61254;Q07020;P62424;P62906;P62750;P62263;P62913;P05386;P46777;P62277;P83731;P61513;P61313;P62269;P62847;P62854;P62241;P46782;P36578;P39019;P62249;P08708;P46781;Q02878;P05388;P26373;P15880;P23396;P62841;P61247;P62851;P62266;P62753;P60866;P62701;P46783;P08865;P39023	1.47329553293e-114	0.0019826571585372624	631
O95025;Q14563;Q13275	2.11485393298e-05	0.008686697743949473	38
Q96SF7;O95947	0.0181743921592	0.04076203551171428	7
O75437;Q9H9D4;Q9NW07;P10075;Q5EBL2;Q63HK3;Q8NEP9;O14978;Q8TD17;Q8N3J9;Q8TF50;Q96BV0;Q6ZNH5;Q9ULM2;Q6AW86;Q8N0Y2;Q9Y5A6;Q96N38;Q8N972;Q5HY98;Q9BRH9;P17021;Q96SK3;Q96MU6;O43361;Q68EA5;Q96C28;Q8TAU3;Q8N823;Q96JF6;Q3ZCT1;Q15935;Q7L945;Q7L2R6;Q8TF32;P52737;Q8IZC7;Q9H7X3;P17019;Q9UDV7;Q96C00;Q14593;Q8TBZ8;O15015;Q9UII5;Q8TF39;Q3KP31;Q9H5H4;Q8NAF0;Q16587;Q9H8G1;A2RRD8;A8MTY0;Q66K89;O43167;P17014;Q9P2J8;O75467;Q8WV37;Q9NYW8;E7ETH6;Q9BWE0;A6NFI3;Q6ZN55;Q86XN6	2.88422269588e-60	0.0034800412317369804	115
P61244;Q05195;Q99583;Q14582	4.71817034246e-06	0.029291887555135614	4
Q14240;P60842;Q04637	7.45433922585e-07	0.003500158538670754	28
Q9NYS7;Q9H765;O14512;O14544;O14508;Q8WXK3;O75159	8.78136428084e-09	0.006033025143241047	17
Q8N4A0;Q8NCH0;Q86SF2;Q96EU7;P26572;Q96MM7;P49641;Q8N428;O43529;O94923;P52849;Q9H4F1;P52848;Q8TE99;Q8IXK2;Q5VSG8;Q70JA7;Q7LGC8;O60704;Q9NS84;Q16842;Q8N3Y3;Q8NDV1;Q9P2E5;O60512;Q9UBV7;Q8WZA1;O60507;Q86X52	1.72828892131e-34	0.0036747002748918427	111
P62875;P62487;P19388;P52434;P19387;O15514;P30876;P61218;P52435;P36954	1.77865364582e-33	0.00166177733111809	219
Q8NFP7;Q9NZJ9	7.07725551369e-05	0.004665160310965701	17
Q8NCG5;Q9GZX3	1.24364462406e-05	0.01495790874268515	4
Q96SK3;Q9H9D4;Q63HK3;O43361;Q96MU6;P17021;Q9BRH9;Q8NEP9;Q8TD17;Q5EBL2;P10075;O75437;O14978;Q96BV0;Q68EA5;Q6AW86;Q8TF50;Q6ZNH5;Q9ULM2;Q8N3J9;Q8N972;Q15935;Q96JF6;Q96C28;Q8TAU3;Q8N823;Q5HY98;Q8N0Y2;Q9Y5A6;Q96N38;Q3ZCT1;Q7L945;Q7L2R6;Q9NW07;Q8TF32;Q8TBZ8;P52737;Q8IZC7;Q9H7X3;P17019;Q9UDV7;Q96C00;Q16587;Q14593;P17014;O15015;Q9UII5;Q3KP31;Q8TF39;Q8NAF0;Q9H5H4;Q9H8G1	5.51695333091e-50	0.0053464829139543285	105
P62701;P32969;P62906;P30050;P50914;P62899;P84098;P62917;P05386;P18124;P05387;P61513;P61254;P61313;P62913;P62263;P62424;P62277;P83731;P42766;P08708;P62854;P46782;P36578;P62847;P62241;P39019;P46781;P62841;P62249;P26373;P23396;P05388;P62750;P62269;P15880;P62244;P61247;P62266;P60866;P62851;P62753;P46783;P39023;P08865	2.87412351078e-109	0.0023075497554890787	573
Q15427;Q9UDW3;Q15696;Q8N8D1;Q9Y3B4;Q16560;Q15393;Q6IEG0;Q96LT9;P62316;O75533;Q8TBF4;Q13435;P62304;P62306;P62314;P14678;Q9BWJ5;Q6P2Q9;P62318;P63162	1.97324093955e-59	0.005241061417501717	112
P09105;P02008	0.0178346838945	0.024175904834775	4
P61018;P51148;Q6IQ22;Q9UL26;P51149;Q969Q5;P20340;P61026;P62820;Q9H0U4;Q9H0N0	2.98780308229e-19	0.008695996817375042	70
P40227;P50990;P48643;P17987;P50991;Q99832;P78371;P49368;Q92526	1.1478823285e-29	0.0032047589709578365	112
Q8WVJ9;Q02535;Q7RTU0;Q15672;P47928	0.00661728859718	0.02305965168904	7
Q9Y5L4;Q9Y5J9;O60220	3.14544689497e-06	0.007561024944122201	16
Q9NS00;Q9Y278;P52848;Q8N428;Q6P9A2;Q8NCL4;Q9UBX8;O94923;O43286;Q8N3Y3;Q86SF2;P26572;Q9UBV7;Q8TE99;O60513;Q70JA7;O60512;Q9P2E5;Q86X52;Q5VSG8;O60704;Q9H1C3	3.07959131668e-21	0.004355137563339752	74
Q96J87;P05813	Null	Null	0
P09012;Q13435;Q9P013;P09661;P08579;P62316;P62318;P62314;P63162;Q15427;Q13573;Q15428;Q12874;P83876;Q15459;O75643;O43172;Q9Y4Z0;O43395;Q6P2Q9;O75934;O75533;P08621;O94906;Q9BUQ8;O95400;O95926;Q9Y333;Q8WWY3;Q8WVK2;O95777;O43719;Q9BZJ0;Q9UNP9;O60306	2.52895795564e-65	0.004003271497791155	428
Q8NHP1;O43488;O95154	7.30074779307e-06	0.017352857231914258	8
P21673;F8WAN0	0.0249811392398	0.0249811392398	1
Q8N428;O94923;Q6P9A2;Q8TE99;Q5VSG8;Q8IXK2;Q8NCL4;O60704;Q8N3Y3;P49641;Q86SF2;O60512;Q9UBV7;P52848;Q9UBX8;O60513;Q70JA7;O43286;Q86X52;Q9P2E5;P26572;Q9NS84;Q9Y278	1.21927717091e-22	0.004195072334157765	80
P63279;P61956;P55854	7.92154352445e-09	0.005575084675158125	28
P35268;P46776;P50914;P84098;P18077;P30050;P62906;P62888;P62910;P32969;P62917;Q02543;P18124;P05387;Q07020;P61254;P40429;P62424;P61313;P62913;P62750;P62263;P62277;P46777;Q02878;P62249;P05388;P62241;P36578;P26373;P39019;P46782;P46781;P15880;P27635;P39023;P61247;P23396;P62841;P46783	4.69809686478e-96	0.004835133804710606	488
P11177;P10515;P08559	8.2626930168e-08	0.009337649716967298	69
Q8NC01;Q5QGZ9	Null	Null	0
Q96RJ6;A6NI15	Null	Null	0
